invoice_no,delivery_no,customer_name,invoice_date_raw,total_amount,source_sheet
INV-XC230836,XC230836,莆田市星联鞋业有限公司,2023-08-25 00:00:00,36.0,星昌.星联帐单
INV-XC231009,XC231009,莆田市星联鞋业有限公司,2023-10-08 00:00:00,210.0,星昌.星联帐单
INV-XC231117,XC231117,莆田市星联鞋业有限公司,2023-11-20 00:00:00,1274.1,星昌.星联帐单
INV-XC240429,XC240429,莆田市星联鞋业有限公司,2024-04-23 00:00:00,399.0,星昌.星联帐单
INV-XC240436,XC240436,莆田市星联鞋业有限公司,2024-04-26 00:00:00,330.0,星昌.星联帐单
INV-XC240438,XC240438,莆田市星联鞋业有限公司,2024-04-26 00:00:00,460.0,星昌.星联帐单
INV-XC240518,XC240518,莆田市星联鞋业有限公司,2024-05-17 00:00:00,1040.0,星昌.星联帐单
INV-XC2400720,XC2400720,莆田市星联鞋业有限公司,2024-07-18 00:00:00,159.5,星昌.星联帐单
INV-XC2400723,XC2400723,莆田市星联鞋业有限公司,2024-07-22 00:00:00,174.0,星昌.星联帐单
INV-XC2400730,XC2400730,莆田市星联鞋业有限公司,2024-07-29 00:00:00,29.0,星昌.星联帐单
INV-XC2400836,XC2400836,莆田市星联鞋业有限公司,2024-08-22 00:00:00,200.0,星昌.星联帐单
INV-XC2400843,XC2400843,莆田市星联鞋业有限公司,2024-08-28 00:00:00,33.6,星昌.星联帐单
INV-XC2400903,XC2400903,莆田市星联鞋业有限公司,2024-09-03 00:00:00,229.5,星昌.星联帐单
INV-XC2401006,XC2401006,莆田市星联鞋业有限公司,2024-10-07 00:00:00,130.0,星昌.星联帐单
INV-XC2401028,XC2401028,莆田市星联鞋业有限公司,2024-10-30 00:00:00,153.4,星昌.星联帐单
INV-XC2401030,XC2401030,莆田市星联鞋业有限公司,2024-10-30 00:00:00,222.3,星昌.星联帐单
INV-XC2401104,XC2401104,莆田市星联鞋业有限公司,2024-11-05 00:00:00,506.6,星昌.星联帐单
INV-XC2401108,XC2401108,莆田市星联鞋业有限公司,2024-11-09 00:00:00,701.8,星昌.星联帐单
INV-XC2401110,XC2401110,莆田市星联鞋业有限公司,2024-11-10 00:00:00,121.8,星昌.星联帐单
INV-XC2401118,XC2401118,莆田市星联鞋业有限公司,2024-11-13 00:00:00,43.5,星昌.星联帐单
INV-XC2401119,XC2401119,莆田市星联鞋业有限公司,2024-11-15 00:00:00,38.5,星昌.星联帐单
INV-XC2401121,XC2401121,莆田市星联鞋业有限公司,2024-11-15 00:00:00,21.0,星昌.星联帐单
INV-XC2401123,XC2401123,莆田市星联鞋业有限公司,2024-11-19 00:00:00,249.5,星昌.星联帐单
INV-XC2401129,XC2401129,莆田市星联鞋业有限公司,2024-11-25 00:00:00,73.0,星昌.星联帐单
INV-XC2401204,XC2401204,莆田市星联鞋业有限公司,2024-12-10 00:00:00,195.0,星昌.星联帐单
INV-XC2401215,XC2401215,莆田市星联鞋业有限公司,2024-12-20 00:00:00,89.7,星昌.星联帐单
INV-XC2401219,XC2401219,莆田市星联鞋业有限公司,2024-12-26 00:00:00,27.0,星昌.星联帐单
INV-XC2401221,XC2401221,莆田市星联鞋业有限公司,2024-12-30 00:00:00,29.5,星昌.星联帐单
INV-XC2501007,XC2501007,莆田市星联鞋业有限公司,2025-01-07 00:00:00,140.0,星昌.星联帐单
INV-XC2501008,XC2501008,莆田市星联鞋业有限公司,2025-01-07 00:00:00,64.9,星昌.星联帐单
INV-XC2501009,XC2501009,莆田市星联鞋业有限公司,2025-01-09 00:00:00,564.0,星昌.星联帐单
INV-XC2501011,XC2501011,莆田市星联鞋业有限公司,2025-01-11 00:00:00,101.5,星昌.星联帐单
INV-XC250201,XC250201,莆田市星联鞋业有限公司,2025-02-09 00:00:00,269.5,星昌.星联帐单
INV-XC250202,XC250202,莆田市星联鞋业有限公司,2025-02-11 00:00:00,65.0,星昌.星联帐单
INV-XC250212,XC250212,莆田市星联鞋业有限公司,2025-02-22 00:00:00,110.0,星昌.星联帐单
INV-XC250312,XC250312,莆田市星联鞋业有限公司,2025-03-11 00:00:00,690.0,星昌.星联帐单
INV-XC2504003,XC2504003,莆田市星联鞋业有限公司,2025-04-03 00:00:00,216.0,星昌.星联帐单
INV-XC2504004,XC2504004,莆田市星联鞋业有限公司,2025-04-03 00:00:00,668.0,星昌.星联帐单
INV-XC2504005,XC2504005,莆田市星联鞋业有限公司,2025-04-05 00:00:00,249.4,星昌.星联帐单
INV-XC2504006,XC2504006,莆田市星联鞋业有限公司,2025-04-06 00:00:00,583.2,星昌.星联帐单
INV-XC2504007,XC2504007,莆田市星联鞋业有限公司,2025-04-07 00:00:00,29.5,星昌.星联帐单
INV-XC2504009,XC2504009,莆田市星联鞋业有限公司,2025-04-09 00:00:00,11.8,星昌.星联帐单
INV-XC2504024,XC2504024,莆田市星联鞋业有限公司,2025-04-25 00:00:00,507.4,星昌.星联帐单
INV-XC2505001,XC2505001,莆田市星联鞋业有限公司,2025-05-04 00:00:00,15.2,星昌.星联帐单
INV-XC2505004,XC2505004,莆田市星联鞋业有限公司,2025-05-07 00:00:00,216.0,星昌.星联帐单
INV-XC2505005,XC2505005,莆田市星联鞋业有限公司,2025-05-09 00:00:00,15.2,星昌.星联帐单
INV-XC2505007,XC2505007,莆田市星联鞋业有限公司,2025-05-15 00:00:00,108.0,星昌.星联帐单
INV-XC2505011,XC2505011,莆田市星联鞋业有限公司,2025-05-17 00:00:00,13.5,星昌.星联帐单
INV-XC2505017,XC2505017,莆田市星联鞋业有限公司,2025-05-26 00:00:00,1070.0,星昌.星联帐单
INV-XC2507002,XC2507002,莆田市星联鞋业有限公司,2025-07-04 00:00:00,156.0,星昌.星联帐单
INV-XC2507011,XC2507011,莆田市星联鞋业有限公司,2025-07-10 00:00:00,560.0,星昌.星联帐单
INV-XC2507027,XC2507027,莆田市星联鞋业有限公司,2025-07-22 00:00:00,843.7,星昌.星联帐单
INV-XC2507035,XC2507035,莆田市星联鞋业有限公司,2025-07-31 00:00:00,464.0,星昌.星联帐单
INV-XC2508016,XC2508016,莆田市星联鞋业有限公司,2025-08-12 00:00:00,195.0,星昌.星联帐单
INV-XC2508022,XC2508022,莆田市星联鞋业有限公司,2025-08-16 00:00:00,778.8,星昌.星联帐单
INV-XC2509011,XC2509011,莆田市星联鞋业有限公司,2025-09-08 00:00:00,347.7,星昌.星联帐单
INV-XC2510003,XC2510003,莆田市星联鞋业有限公司,2025-10-05 00:00:00,93.3,星昌.星联帐单
INV-XC2510029,XC2510029,莆田市星联鞋业有限公司,2025-10-26 00:00:00,360.0,星昌.星联帐单
INV-XC2511020,XC2511020,莆田市星联鞋业有限公司,2025-11-14 00:00:00,290.0,星昌.星联帐单
INV-XC2511023,XC2511023,莆田市星联鞋业有限公司,2025-11-24 00:00:00,1980.0,星昌.星联帐单
INV-XC2511027,XC2511027,莆田市星联鞋业有限公司,2025-11-30 00:00:00,1800.0,星昌.星联帐单
INV-XC2512002,XC2512002,莆田市星联鞋业有限公司,2025-12-03 00:00:00,40.0,星昌.星联帐单
INV-XC2512004,XC2512004,莆田市星联鞋业有限公司,2025-12-06 00:00:00,384.0,星昌.星联帐单
INV-XC2512007,XC2512007,莆田市星联鞋业有限公司,2025-12-09 00:00:00,292.8,星昌.星联帐单
INV-XC2512009,XC2512009,莆田市星联鞋业有限公司,2025-12-10 00:00:00,246.2,星昌.星联帐单
INV-XC2512010,XC2512010,莆田市星联鞋业有限公司,2025-12-12 00:00:00,705.0,星昌.星联帐单
INV-XC2512011,XC2512011,莆田市星联鞋业有限公司,2025-12-12 00:00:00,4410.0,星昌.星联帐单
INV-XC2512015,XC2512015,莆田市星联鞋业有限公司,2025-12-19 00:00:00,1160.4,星昌.星联帐单
INV-XC2512016,XC2512016,莆田市星联鞋业有限公司,2025-12-25 00:00:00,288.0,星昌.星联帐单
INV-XC2512017,XC2512017,莆田市星联鞋业有限公司,2025-12-25 00:00:00,336.0,星昌.星联帐单
INV-XC2512018,XC2512018,莆田市星联鞋业有限公司,2025-12-25 00:00:00,405.6,星昌.星联帐单
INV-XC2512019,XC2512019,莆田市星联鞋业有限公司,2025-12-29 00:00:00,8620.0,星昌.星联帐单
INV-XC2512020,XC2512020,莆田市星联鞋业有限公司,2025-12-29 00:00:00,3437.6999999999994,星昌.星联帐单
INV-XC2601001,XC2601001,莆田市星联鞋业有限公司,2026-01-03 00:00:00,3795.8,星昌.星联帐单
INV-XC2601002,XC2601002,莆田市星联鞋业有限公司,2026-01-09 00:00:00,11526.1,星昌.星联帐单
INV-XC2601003,XC2601003,莆田市星联鞋业有限公司,2026-01-10 00:00:00,1320.2,星昌.星联帐单
INV-XC2601004,XC2601004,莆田市星联鞋业有限公司,2026-01-11 00:00:00,11484.400000000001,星昌.星联帐单
INV-XC2601005,XC2601005,莆田市星联鞋业有限公司,2026-01-12 00:00:00,8415.0,星昌.星联帐单
INV-XC2601006,XC2601006,莆田市星联鞋业有限公司,2026-01-13 00:00:00,3511.7,星昌.星联帐单
INV-XC2601007,XC2601007,莆田市星联鞋业有限公司,2026-01-15 00:00:00,4348.3,星昌.星联帐单
INV-XC2601008,XC2601008,莆田市星联鞋业有限公司,2026-01-15 00:00:00,1375.8,星昌.星联帐单
INV-XC2601009,XC2601009,莆田市星联鞋业有限公司,2026-01-16 00:00:00,9538.4,星昌.星联帐单
INV-XC2601010,XC2601010,莆田市星联鞋业有限公司,2026-01-17 00:00:00,13504.4,星昌.星联帐单
INV-XC2601011,XC2601011,莆田市星联鞋业有限公司,2026-01-20 00:00:00,1363.7,星昌.星联帐单
INV-XC2601012,XC2601012,莆田市星联鞋业有限公司,2026-01-22 00:00:00,2059.6,星昌.星联帐单
INV-XC2601013,XC2601013,莆田市星联鞋业有限公司,2026-01-23 00:00:00,11563.8,星昌.星联帐单
INV-XC2601014,XC2601014,莆田市星联鞋业有限公司,2026-01-23 00:00:00,195.0,星昌.星联帐单
INV-XC2601015,XC2601015,莆田市星联鞋业有限公司,2026-01-24 00:00:00,4269.3,星昌.星联帐单
INV-XC2601016,XC2601016,莆田市星联鞋业有限公司,2026-01-25 00:00:00,11536.4,星昌.星联帐单
INV-XC2601017,XC2601017,莆田市星联鞋业有限公司,2026-01-26 00:00:00,1173.3,星昌.星联帐单
INV-XC2601018,XC2601018,莆田市星联鞋业有限公司,2026-01-27 00:00:00,5908.8,星昌.星联帐单
INV-XC2601019,XC2601019,莆田市星联鞋业有限公司,2026-01-28 00:00:00,643.5,星昌.星联帐单
INV-XC2601020,XC2601020,莆田市星联鞋业有限公司,2026-01-30 00:00:00,2015.2000000000003,星昌.星联帐单
INV-JX2504002,JX2504002,莆田市来克体育用品有限公司,2025-04-19 00:00:00,3097.0,来克帐单
INV-JX2504003,JX2504003,莆田市来克体育用品有限公司,2025-04-30 00:00:00,380.0,来克帐单
INV-AUTO-INV-来克帐单,AUTO-INV-来克帐单,莆田市来克体育用品有限公司,,3477.0,来克帐单
INV-HJ231001,HJ231001,福建泓捷鞋业有限公司,2023-10-26 00:00:00,1374.0,泓捷帐单
INV-TBDH2503001,TBDH2503001,特步,2025-03-19 00:00:00,432.85999999999996,特步大货帐单
INV-TBDH2503002,TBDH2503002,特步,2025-03-22 00:00:00,326.39,特步大货帐单
INV-YX2601001,YX2601001,盈兴,2026-01-03 00:00:00,3410.0,盈兴帐单
INV-YX2601002,YX2601002,盈兴,2026-01-05 00:00:00,108.8,盈兴帐单
INV-XLX260101,XLX260101,祥隆星(福建)进出口贸易有限公司,2026-01-21 00:00:00,202.35,祥隆星大货帐单
INV-XC260201,XC260201,福恩娃,2026-02-03 00:00:00,1953.6,福恩娃帐单
INV-FEW260101,FEW260101,福恩娃,2026-01-11 00:00:00,44.0,福恩娃帐单
INV-FEW260102,FEW260102,福恩娃,2026-01-15 00:00:00,183.0,福恩娃帐单
INV-FEW260103,FEW260103,福恩娃,2026-01-23 00:00:00,310.4,福恩娃帐单
INV-FEW260104,FEW260104,福恩娃,2026-01-28 00:00:00,310.4,福恩娃帐单
INV-FEW260105,FEW260105,福恩娃,2026-01-28 00:00:00,365.7,福恩娃帐单
INV-FEW260201,FEW260201,福恩娃,2026-02-02 00:00:00,22.0,福恩娃帐单
INV-FSH2512002,FSH2512002,福盛和,2026-01-14 00:00:00,2440.0,福盛和帐单
INV-FSH2601001,FSH2601001,福盛和,2026-01-27 00:00:00,3724.6,福盛和帐单
INV-FSH2601002,FSH2601002,福盛和,2026-01-31 00:00:00,2273.7,福盛和帐单
INV-FLDH251212,FLDH251212,安迪星（福建）体育用品有限责任公司,2025-12-25 00:00:00,1282.4,福联大货帐单
INV-FLDH260101,FLDH260101,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,358.0,福联大货帐单
INV-FLDH260102,FLDH260102,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,613.0,福联大货帐单
INV-FLDH260103,FLDH260103,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,643.0,福联大货帐单
INV-FLDH260104,FLDH260104,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,307.5,福联大货帐单
INV-FLDH260105,FLDH260105,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,1840.95,福联大货帐单
INV-FLDH260106,FLDH260106,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,8.1,福联大货帐单
INV-FLDH260107,FLDH260107,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,336.69999999999993,福联大货帐单
INV-FLDH260108,FLDH260108,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,115.5,福联大货帐单
INV-FLDH260109,FLDH260109,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,459.9,福联大货帐单
INV-FLDH260110,FLDH260110,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,187.6,福联大货帐单
INV-FLDH260111,FLDH260111,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,60.8,福联大货帐单
INV-FLDH260112,FLDH260112,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,20.4,福联大货帐单
INV-FLDH260113,FLDH260113,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,2103.24,福联大货帐单
INV-FLDH260114,FLDH260114,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,683.4,福联大货帐单
INV-FLDH260115,FLDH260115,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,989.3999999999999,福联大货帐单
INV-FLDH260116,FLDH260116,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,663.0,福联大货帐单
INV-FLDH260117,FLDH260117,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,721.4799999999999,福联大货帐单
INV-FLDH260118,FLDH260118,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,964.24,福联大货帐单
INV-FLDH260119,FLDH260119,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,997.56,福联大货帐单
INV-FLDH260120,FLDH260120,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,160.48,福联大货帐单
INV-FLDH260121,FLDH260121,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,1231.48,福联大货帐单
INV-FLDH260122,FLDH260122,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,719.44,福联大货帐单
INV-FLDH260123,FLDH260123,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,875.84,福联大货帐单
INV-FLDH260124,FLDH260124,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,401.88,福联大货帐单
INV-FLDH260125,FLDH260125,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,393.72,福联大货帐单
INV-FLDH260126,FLDH260126,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,510.0,福联大货帐单
INV-FLDH260127,FLDH260127,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,420.24,福联大货帐单
INV-FLDH260128,FLDH260128,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,328.56,福联大货帐单
INV-FLDH260129,FLDH260129,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,2560.0,福联大货帐单
INV-FLDH260130,FLDH260130,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,1942.3999999999999,福联大货帐单
INV-FLDH260131,FLDH260131,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,616.0,福联大货帐单
INV-FLDH260132,FLDH260132,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,18.2,福联大货帐单
INV-FLDH260133,FLDH260133,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,359.16,福联大货帐单
INV-FLDH260134,FLDH260134,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,359.16,福联大货帐单
INV-FLDH260135,FLDH260135,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,8.1,福联大货帐单
INV-FLDH260136,FLDH260136,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,308.1,福联大货帐单
INV-FLDH260137,FLDH260137,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,1813.95,福联大货帐单
INV-FLDH260138,FLDH260138,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,9.0,福联大货帐单
INV-FLDH260139,FLDH260139,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,630.4,福联大货帐单
INV-FLDH260140,FLDH260140,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,438.6,福联大货帐单
INV-FLDH260141,FLDH260141,安迪星（福建）体育用品有限责任公司,2026-01-12 00:00:00,438.6,福联大货帐单
INV-FLDH260142,FLDH260142,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,371.5,福联大货帐单
INV-FLDH260143,FLDH260143,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,612.0,福联大货帐单
INV-FLDH260144,FLDH260144,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,468.0,福联大货帐单
INV-FLDH260145,FLDH260145,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,1188.0,福联大货帐单
INV-FLDH260146,FLDH260146,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,1440.0,福联大货帐单
INV-FLDH260147,FLDH260147,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,1908.0,福联大货帐单
INV-FLDH260148,FLDH260148,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,936.0,福联大货帐单
INV-FLDH260149,FLDH260149,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,102.2,福联大货帐单
INV-FLDH260150,FLDH260150,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,231.0,福联大货帐单
INV-FLDH260151,FLDH260151,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,483.7,福联大货帐单
INV-FLDH260152,FLDH260152,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,64.39999999999999,福联大货帐单
INV-FLDH260153,FLDH260153,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,598.5,福联大货帐单
INV-FLDH260154,FLDH260154,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,5254.4,福联大货帐单
INV-FLDH260155,FLDH260155,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,1157.6,福联大货帐单
INV-FLDH260156,FLDH260156,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,3722.3999999999996,福联大货帐单
INV-FLDH260157,FLDH260157,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,721.2,福联大货帐单
INV-FLDH260158,FLDH260158,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,398.5,福联大货帐单
INV-FLDH260159,FLDH260159,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,7863.15,福联大货帐单
INV-FLDH260160,FLDH260160,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,2196.0,福联大货帐单
INV-FLDH260161,FLDH260161,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,823.2,福联大货帐单
INV-FLDH260162,FLDH260162,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,1157.6,福联大货帐单
INV-FLDH260163,FLDH260163,安迪星（福建）体育用品有限责任公司,2026-01-16 00:00:00,823.2,福联大货帐单
INV-LD251103,LD251103,福建省莆田市联大鞋业有限公司,2025-11-20 00:00:00,98062.8,联大帐单
INV-DS251001,DS251001,莆田市联成众合贸易有限公司,45960,386.88,联成帐单
INV-APEX2512005,APEX2512005,福建安恒致远鞋业有限公司（越南安恒）,2025-12-23 00:00:00,333.5,越南安恒帐单
INV-APEX2512009,APEX2512009,福建安恒致远鞋业有限公司（越南安恒）,2025-12-26 00:00:00,247.5,越南安恒帐单
INV-APEX2601001,APEX2601001,福建安恒致远鞋业有限公司（越南安恒）,2026-01-02 00:00:00,3007.0,越南安恒帐单
INV-APEX2601002,APEX2601002,福建安恒致远鞋业有限公司（越南安恒）,2026-01-04 00:00:00,8188.0,越南安恒帐单
INV-APEX2601003,APEX2601003,福建安恒致远鞋业有限公司（越南安恒）,2026-01-06 00:00:00,2801.0,越南安恒帐单
INV-APEX2601004,APEX2601004,福建安恒致远鞋业有限公司（越南安恒）,2026-01-07 00:00:00,3060.75,越南安恒帐单
INV-APEX2601005,APEX2601005,福建安恒致远鞋业有限公司（越南安恒）,2026-01-07 00:00:00,1459.2,越南安恒帐单
INV-APEX2601006,APEX2601006,福建安恒致远鞋业有限公司（越南安恒）,2026-01-07 00:00:00,1058.5,越南安恒帐单
INV-APEX2601007,APEX2601007,福建安恒致远鞋业有限公司（越南安恒）,2026-01-08 00:00:00,3412.0,越南安恒帐单
INV-APEX2601008,APEX2601008,福建安恒致远鞋业有限公司（越南安恒）,2026-01-09 00:00:00,3333.0,越南安恒帐单
INV-APEX2601009,APEX2601009,福建安恒致远鞋业有限公司（越南安恒）,2026-01-10 00:00:00,2199.5,越南安恒帐单
INV-APEX2601010,APEX2601010,福建安恒致远鞋业有限公司（越南安恒）,2026-01-12 00:00:00,2344.5,越南安恒帐单
INV-APEX2601011,APEX2601011,福建安恒致远鞋业有限公司（越南安恒）,2026-01-14 00:00:00,4268.0,越南安恒帐单
INV-APEX2601012,APEX2601012,福建安恒致远鞋业有限公司（越南安恒）,2026-01-14 00:00:00,883.8,越南安恒帐单
INV-APEX2601013,APEX2601013,福建安恒致远鞋业有限公司（越南安恒）,2026-01-15 00:00:00,1710.5,越南安恒帐单
INV-APEX2601014,APEX2601014,福建安恒致远鞋业有限公司（越南安恒）,2026-01-15 00:00:00,2952.0,越南安恒帐单
INV-APEX2601015,APEX2601015,福建安恒致远鞋业有限公司（越南安恒）,2026-01-17 00:00:00,2281.0,越南安恒帐单
INV-APEX2601016,APEX2601016,福建安恒致远鞋业有限公司（越南安恒）,2026-01-19 00:00:00,1585.5,越南安恒帐单
INV-APEX2601017,APEX2601017,福建安恒致远鞋业有限公司（越南安恒）,2026-01-20 00:00:00,1025.5,越南安恒帐单
INV-APEX2601018,APEX2601018,福建安恒致远鞋业有限公司（越南安恒）,2026-01-21 00:00:00,4998.5,越南安恒帐单
INV-APEX2601019,APEX2601019,福建安恒致远鞋业有限公司（越南安恒）,2026-01-22 00:00:00,648.0,越南安恒帐单
INV-APEX2601020,APEX2601020,福建安恒致远鞋业有限公司（越南安恒）,2026-01-23 00:00:00,2222.0,越南安恒帐单
INV-APEX2601021,APEX2601021,福建安恒致远鞋业有限公司（越南安恒）,2026-01-24 00:00:00,800.0,越南安恒帐单
INV-APEX2601022,APEX2601022,福建安恒致远鞋业有限公司（越南安恒）,2026-01-28 00:00:00,4966.0,越南安恒帐单
INV-APEX2601023,APEX2601023,福建安恒致远鞋业有限公司（越南安恒）,2026-01-29 00:00:00,498.9,越南安恒帐单
INV-DF250101,DF250101,宁波顶峰户外服饰有限公司,2025-01-11 00:00:00,81.2,顶峰帐单
INV-DF2503001,DF2503001,宁波顶峰户外服饰有限公司,2025-03-19 00:00:00,1709.4,顶峰帐单
INV-DF2504001,DF2504001,宁波顶峰户外服饰有限公司,2025-04-02 00:00:00,304.5,顶峰帐单
INV-DF2504002,DF2504002,宁波顶峰户外服饰有限公司,2025-04-18 00:00:00,21807.7,顶峰帐单
