product_code,name,spec,color,base_unit
24MS00158,"焦褐绿Burnt Olive18-0521TCX GF-731/HD-A6932/GH-H2220-06纹330g 三层网 54""",,焦褐绿18-0521TCX,Y
24MS00159,"米白色Chalk White GF-731/HD-A6932/GH-H2220-06纹 330g 三层网 54""",,米白色,Y
24MS00161,"冰褐色A.C.Beige GF-731/HD-A6932/GH-H2220-06纹 330g 三层网 54""",,冰褐色-2,Y
24MS00511,"运动蓝Athletic Navy 220g BK网布 54""",,运动蓝,Y
24MS00701,"征途绿N.J.Green BK网布 54""",,征途绿,码
24MS00703,"哇哇粉Wow Pink BK网布54""",,哇哇粉,Y
24MS01794,"粘土灰Clay Ash BK网布54""",,粘土灰,Y
24MS02001,"深湖蓝Deep Cobalt19-3935TPG 220g BK网布 54""",,深湖蓝19-3935TPG,Y
WN000130,浅褐灰14-1208TPG YS960D加密牛津布上防脱纱（厂商直上）54″,,浅褐灰14-1208TPG,码
WN000138,岩灰18-5204TPG YS960D加密牛津布上防脱纱（厂商直上）54″,,岩灰18-5204TPG,码
22FB00271,"白色235g  （健康布）加密针织布54""",,黑色,Y
22MS00310,"白色 K107 250g 单层网布 54""",,白色,Y
WJ000444,"140G白色佳积布58""",,白色,码
WJ000454,"140G黑色佳积布58""",,黑色,码
WJ000338,"250G 驼色佳积布54""",,驼色,码
WD001456,"300G 黑色天鹅绒54""",,黑色,码
WD001865,"300G 白色天鹅绒54""",,白色,码
WD001667,230G/Y 白色K208网布54″耐汗,,白色,码
WD001668,230G/Y 黑色K208网布耐汗54″,,黑色,码
WD003498,230G 11-4800布兰白色YS148D单层弹力网54″,,11-4800布兰白色,码
WD003500,230G 16-5803火石灰色YS148D单层弹力网54″,,16-5803火石灰色,码
WD003502,230G 黑色YS148D单层弹力网54″,,黑色,码
24MS01071,"黑色 D01 230g 网布 54"" 防虹吸",,黑色,Y
24MS01357,"紫色18-3011TPX D01 230g 网布54"" 防虹吸",,紫色18-3011TPX,Y
24MS00037,"白色 220g 低弹平布 54"" 分化黑色+橘色16-1462TPX图案",,分化黑色+橘色16-1462TPX图案,Y
24MS01289,"灰色16-3915TCX D01 230g 网布54"" 防虹吸",,灰色16-3915TCX,Y
WB4617,"230G 标准白POLYPAG PII网布54""","54""",标准白,码
WB4822,"130G 白色丝光布54""",,白色,码
WD002924,"240G 白色YS121细纱弹力网布上轻树脂54""",,白色,码
FX000226,"200G黑色拉毛四面弹54""",,黑色,码
WB10742,"黑色300G提花天鹅绒54""","54""",黑色,码
WB13219,"180G 黑色K209网布54""","54""",黑色,码
WB13223,"380G 黑色K666单层网布54""","54""",黑色,码
WB14777,"180G 黑色K209网布55""","55""",黑色,码
WB7416,"3U黑色180G天鹅绒54""","54""",黑色,码
WB7447,"白色180G天鹅绒54""","54""",白色,码
WD000108,"360G黑色XF8001氨纶布54""","54""",黑色,码
WD000392,"200G黑色莱卡布54""",54”,黑色,码
WD000902,"180G灰褐色K209网布55""",,灰褐色14-4501TPG,码
WD000904,"180G白色K209网布55""",,白色,码
WD000907,"230G 灰褐色K209网布57""",,灰褐色14-4501TPG,码
WD000908,"180G灰褐色K209网布57""",,灰褐色14-4501TPG,码
WD000913,"230G 黑色K209网布57""",,黑色,码
WD001791,"180G棕色18-0940TPG K209网布55""",,棕色18-0940TPG,码
WD002493,"180G草绿色 K209网布55""",,草绿色18-0622TPG,码
WD002494,"180G草绿色 K209网布54""",,草绿色18-0622TPG,码
WD002495,"200G草绿色 拉毛四面弹54""",,草绿色18-0622TPG,码
WD002496,"360G草绿色 XF8001氨纶布54""",,草绿色18-0622TPG,码
WJ000445,"140G白色佳积布54""",,白色,码
WD003505,"180G中花灰色 K209网布55""",,中花灰色,码
WD003506,"180G中花灰色 K209网布54""",,中花灰色,码
WD003508,"180G棕色 K209网布55""",,棕色18-0950TPG,码
WD003509,"180G棕色 K209网布54""",,棕色18-0950TPG,码
WD003511,"180G沙土色 K209网布54""",,沙土色14-0210TPG,码
WD003515,"180G紫红色 K209网布55""",,紫红色19-1725TPG,码
WD003520,"360G紫红色 XF8001氨纶布54""",,紫红色19-1725TPG,码
WJ000026,"180G黑色佳积布58""",,黑色,码
WJ000300,"150G黑色佳积布54""",,黑色,码
24MS02076,"红岩色Sedona Rose AF2A D027纹 250-260g 单层网布 54""",,红岩色AF2A,Y
WK000197,"TPG-11-0601白色280GK208 54""",,TPG-11-0601白色,码
WK000199,"黑色280GK208 54""","54""",黑色,码
23FB00567,"8安 守舊色(17-0909 TPX) 帆布54""",,守舊色17-0909TPX,Y
23FB00592,"8安 黃綠色(18-0316 TPG) 帆布54""",,黃綠色18-0316TPG,Y
23FB00595,"米白(11-0701 TPG) Ys-2332 尼龙网纱 54""",,米白11-0701TPG,Y
18FB00544,"黑色 8安帆布54""",,黑色,Y
23FB00320,"天鵝灰(12-0000 TPX) 毛巾布 54""",,天鵝灰12-0000TPX/米黄,Y
23FB00412,"米白(11-0701 TPG) 毛巾布 54""",,米白11-0701TPG,Y
23FB00472,"黑色 弹力鸡皮绒 54""",,黑色,Y
24FB00200,"8安 极度灰(17-5104 TPG) 帆布54""",,极度灰17-5104TPG,Y
23FB00625,"8安 壁虎绿13-0340 TN 帆布 54""",,壁虎绿13-0340TN,Y
23FB00638,"守舊色(17-0909TPX) 弹力鸡皮绒 54""",,守舊色17-0909TPX,Y
23FB01147,"8安 麵包咖(18-1244 TPG) 帆布54""",,麵包咖18-1244TPG,Y
23FB01148,"棕玻璃(19-1116TPG) 弹力鸡皮绒 54""",,棕玻璃19-1116TPG,Y
23FB01264,"极度灰(17-5104 TPG) 220g 佳积布 54""",,极度灰17-5104TPG,Y
24FB00517,"8安 毛毛灰(16-4402 TPG) 帆布54""",,毛毛灰16-4402TPG,Y
24FB00637,"8安 雨林绿(19-5232TPG) 帆布54""",,雨林绿19-5232TPG,Y
24MS01456,"沙漠綠（16-0110 TPG）  220gK208/BK布 54""",,沙漠綠16-0110TPG,Y
23MS01215,"蚝蘑13-4201 TPG YS-0731 三明治网布 54""",,蚝蘑13-4201TPG,Y
23MS01511,"深灰(18-0201 TPG) 三明治网布 54""",,深灰18-0201TPG,Y
23MS01904,"黑色 YS-0731 三明治网布 54""",,黑色,Y
24IM00140,"雪白色11-0602TPG 莱卡 54""250g",,雪白色11-0602TPG,Y
24MS00931,"雪白色11-0602TPG YSK055纹 单层网布 54""",,雪白色11-0602TPG,Y
23MS02121,"黑色19-0303TPG YSK055纹 单层网布 54""",,黑色19-0303TPG,Y
24FB00703,"浅香槟金11-0104TPG 色丁布54""",,浅香槟金11-0104TPG,Y
24FB00818,"黑色 YS1066纹 230g 平布 54""",,黑色,Y
23MS02218,"海藻蓝19-4024TPG 200g 小米通布 54""",,海藻蓝19-4024TPG,Y
23MS02211,"海藻蓝19-4024TPG YSK055纹 单层网布 54""",,海藻蓝19-4024TPG,Y
23MS02122,"白色11-0601TPG YSK055纹 单层网布 54""",,白色11-0601TPG,Y
23MS02212,"白色11-0601TPG 200g 小米通布54""",,白色11-0601TPG,Y
23MS02206,"火红色18-1664TPG YSK055纹 单层网布 54""",,火红色18-1664TPG,Y
23MS02214,"火红色18-1664TPG 200g 小米通布 54""",,火红色18-1664TPG,Y
20IM00393,"黑色佳绩布54""80g",,黑色,Y
22IM00271,"黑色佳积布220g54""",,黑色,Y
24IM00029,"黑色19-0303TPG 佳绩布 54""80g",,黑色19-0303TPG,Y
24IM00031,"火红色18-1664TPG 佳绩布 54""80g",,火红色18-1664TPG,Y
24IM00033,"白色11-0601TPG 佳绩布 54""80g",,白色11-0601TPG,Y
WK000096,"230G/Y 16-2614TPG淡紫色 K208网布54""",,16-2614TPG淡紫色,码
WK000098,"230G/Y 18-1442TPG土红色 K208网布54""",,18-1442TPG土红色,码
WK000152,"230G/Y 极致灰17-5104TPG K208网布54""",,极致灰17-5104TPG,码
C0100306,"CL24154纹 430g 三明治网布 A-01 / 54"" / 154-63-12粉",,154-63-12粉,Y
WB11680,"250G 白色佳积布54""",,白色,码
WJ000181,"180G黑色佳积布58""",,黑色,码
WB10687,"180G白色佳积布52""",,白色,码
WB10689,"180G黑色佳积布54""",,黑色,码
WY000309,"白色YS1909尼龙网纱54""",,白色,码
WD003530,"180G 城堡灰色K209网布54""",,城堡灰18-0201TPG,码
WS001379,"380G城堡灰色 YD-0731三明治网布上树脂54""",,城堡灰18-0201TPG,码
WD000237,"180G 冠军蓝K209网布54""",,冠军蓝19-3922TPG,码
21FB00794,"黑色 120g 佳积布 54""",,黑色,码
22MS00790,"白色 120g 佳积布 54""",,白色,Y
24MS01415,"沙土灰12-6204TPG YSK133纹220g 单层网布 54""",,沙土灰12-6204TPG,Y
24MS01738,"草嫩色12-0109TPG YSK133纹220g 单层网布 54""",,草嫩色12-0109TPG,Y
23MS01380,"黑色 YSK133纹 220g 单层网布54""",,黑色,Y
WD001666,250G/Y 黑色YS018M小华夫格网布55″,,黑色,码
WD001671,250G/Y 18-1657TPG椒红色YS018M小华夫格网布55″,,18-1657TPG椒红色,码
WD001673,250G/Y 19-3932TPG海军蓝色YS018M小华夫格网布55″,,19-3932TPG海军蓝色,码
WD003531,"230G深蓝色D02网布54""",,深蓝色,码
WD003532,"230G白色D02网布54""",,白色,码
WD003533,"230G黑色D02网布54""",,黑色,码
WK000223,"TPG-11-0604米白 280GK208 54""",,TPG-11-0604米白,码
WK000224,"TPG-11-1005杏色 280GK208 54""",,TPG-11-1005杏色,码
23MS01378,"亮白色11-4001TPG YSK133纹220g 单层网布 54""",,亮白色11-4001TPG,Y
22MS00774,"亮白色11-4001TPG YS-2068T纹 提花太空层 54""",,亮白色11-4001TPG,Y
22MS00796,"黑色 YS-2068T纹 提花太空层54""",,黑色,Y
22MS01036,"黑色 YS360纹 350g 大星点弹力网布 54""",,黑色,Y
24MS00369,"镀银灰14-0000TPG YS360纹 350g大星点弹力网布 54""",,镀银灰14-0000TPG,Y
WB6769,"300G 白色提花天鹅绒54""",,白色,码
WD003539,"320G亮粉色拉毛布54""",,亮粉色,码
WD003540,"260G/Y亮粉色灯笼布54""",,亮粉色,码
WD003541,"320G柠檬黄色拉毛布54""",,柠檬黄色,码
WD003542,"260G/Y柠檬黄色灯笼布54""",,柠檬黄色,码
19FB00141,"黑色 丝光布 180克 54""",,黑色,Y
21MS00493,"红色Tommy Red18-1655TPX LY-TS1595 200g 环保内里单层网布54""",,红色18-1655TPX,Y
21MS00601,"黑色 LY-TS1595 环保内里单层网布 54""",,黑色,Y
23IM00166,"黑色 DSK01 经编佳绩布 54""240g",,黑色,Y
24IM00374,"米色7530U DSK01 经编佳绩布54"" 240g",,米色7530U,Y
24IM00375,"蓝色16-4411TPG DSK01 经编佳绩布 54"" 240g",,蓝色16-4411TPG,Y
24IM00376,"紫色2092U DSK01 经编佳绩布54"" 240g",,紫色2092U,Y
WB5788,"220G白色低弹平布54""",,白色,码
WD000286,220G黑色低弹平布54”,,黑色,码
WD003547,"180G白色莱卡布54""",,白色,码
WD003548,"180G黑色莱卡布54""",,黑色,码
WS001385,"300G白色5707三明治54""",,白色,码
WS001386,"300G黑色5707三明治54""",,黑色,码
22FB00194,"白色 TF18-Q08 220g 磨毛布54""",,白色,Y
23MS01578,"海藻蓝19-4024TPX YS360纹 350g大星点弹力网布 54""",,海藻蓝19-4024TPX,Y
24MS01032,"珊瑚粉17-1656TPG YS360纹 350g大星点弹力网布 54""",,珊瑚粉17-1656TPG,Y
24MS02155,"白色109-98-01 D01 230-250g 单层网布 54""",,白色109-98-01,Y
25FB00026,"黑色139-18-00 D01 230-250g 单层网布 54""",,黑色139-18-00,Y
24FB00714,"黑色 180g 佳绩布 54""",,黑色,Y
24FB00715,"白色 180g 佳绩布 54"" 耐黄",,白色,Y
WJ000266,"120G 棕色佳积布54""",,棕色,码
24FB01192,"未来蓝Future Cyan 107-64-28 250g 加密真美布 54""",,未来蓝107-64-28,Y
24FB01197,"未来蓝Future Cyan 107-64-28 220-230g 低弹平布 54""",,未来蓝107-64-28,Y
24FB01246,"白色 250g 佳积布 升华转印黑色底蓝色年轮线条 54""",,升华转印黑色底蓝色年轮线条,Y
24FB01295,"海盐色Chalk 036-90-02 250g 组织布 54""",,海盐色036-90-02,Y
24IM00286,"激光粉Laster Pink AF2C 佳积布54"" 250g",,激光粉AF2C,Y
24IM00289,"灰黑色Jet Black 19-0303TPX 佳积布 54"" 250g",,灰黑色19-0303TPX,Y
24IM00290,"葡萄叶Grape Leaf 19-0511TCX 佳积布 54"" 250g",,葡萄叶19-0511TCX,Y
24IM00294,"太妃粉Dusty Rose 154-63-12 佳积布 54"" 250g",,太妃粉154-63-12,Y
24IM00311,"白色109-98-01 佳积布 54"" 80g大白",,白色109-98-01,Y
24IM00329,"海盐色Chalk 036-90-02 佳积布54"" 80g",,海盐色036-90-02,Y
24MS02049,"激光粉Laster Pink AF2C D027纹250-260g 单层网布 54""",,激光粉AF2C,Y
24MS02062,"灰黑色Jet Black 19-0303TPX D027纹 250-260g 单层网布54""",,灰黑色19-0303TPX,Y
24MS02064,"太妃粉Dusty Rose 154-63-12 D027纹 250-260g 单层网布54""",,太妃粉154-63-12,Y
24MS02066,"蓝色ADWW D027纹 250-260g 单层网布 54""",,蓝色ADWW,Y
24MS02158,"海盐色Chalk 036-90-02 K106 230-250g 单层网布 54""",,海盐色036-90-02,Y
24IM00321,"雾粉色Frosted Berry 152-85-11佳积布 54"" 80g",,雾粉色152-85-11,Y
24MS02196,"米奶色11-0107TPG YSK133纹220g 单层网布 54""",,米奶色11-0107TPG,Y
WS001354,420G/Y 米色12-0104TPG YS028三明治400 54″,,米色12-0104TPG,码
WD003525,"280G/Y暗棕19-1103TPG YS-065M单网54""",,暗棕19-1103TPG,码
WD003526,"280G/Y深棕19-0912TPG YS-065M单网54""",,深棕19-0912TPG,码
WD003527,"280G/Y黑YS-065M单网54""耐汗",,黑色,码
WN000132,"城堡灰19-0203TPG YS960D加密牛津布上防脱纱（厂商直上）54""",,城堡灰19-0203TPG,码
WN000199,"YS960D暗棕19-1103TPG加密牛津布防脱纱（厂家直上）54""",,暗棕19-1103TPG,码
WN000200,"YS960D茶棕色17-1314TPG加密牛津布防脱纱（厂家直上）54""",,茶棕色17-1314TPG,码
24MS02080,"白色109-98-01 YSK2360纹 400g 双心三层网 59""",,白色109-98-01,Y
24MS02082,"白色109-98-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",,白色109-98-01,Y
24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",,黑色139-18-00,Y
24MS02104,"黑色139-18-00 YSK2360纹 400g 双心三层网 59""",,黑色139-18-00,Y
24MS02106,"灰白色Mist Grey 017-79-00 YSK2360纹 400g 双心三层网 59""",,灰白色017-79-00,Y
24MS02109,"胜利蓝Vector Navy 126-21-11 YSK2360纹 400g 双心三层网 59""",,胜利蓝126-21-11,Y
24MS02110,"月色Moon 120-84-00 YSK2360纹 400g 双心三层网 59""",,月色120-84-00,Y
24MS02111,"柔软蓝Soft Blue 112-75-11 YSK2360纹 400g 双心三层网 59""",,柔软蓝112-75-11,Y
24MS02112,"柔软蓝Soft Blue 112-75-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",,柔软蓝112-75-11,Y
24MS02113,"灰白色Mist Grey 017-79-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",,灰白色017-79-00,Y
24MS02114,"胜利蓝Vector Navy 126-21-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",,胜利蓝126-21-11,Y
24MS02115,"月色Moon 120-84-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",,月色120-84-00,Y
20IM00391,"白色 佳绩布 54"" 120g",,白色,Y
C0501971,"YS020M 加密真美布 250g 54"" 036-90-02米白",,036-90-02米白,码
C0502962,"DJ132 POLYPAG 单层网布 240g 54"" 036-90-02米白-A",,036-90-02米白-A,码
B0101376,"YS-057M拉毛四弹布 54"" 139-18-00黑",,139-18-00黑,码
C0100301,"CL24186三明治网 54"" 118-30-29蓝",,118-30-29蓝,码
C0100325,"CL24154纹 430g 三明治网布 A-01 54"" 119-35-20蓝",,119-35-20蓝,码
C0100355,"YS-028 三明治网 54"" 117-38-09蓝",,117-38-09蓝,码
C0100356,"YS-028 三明治网 54"" 126-21-11蓝",,126-21-11蓝,码
C0100420,"CL24186三明治网 54"" 152-85-11粉",,152-85-11粉,码
C0100520,"CL24186三明治网 54"" 000-64-00灰色",,000-64-00灰色,码
24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",,白色109-98-01,Y
24MS02368,"月石色Moonstone 024-71-03 354纹 280-290g 单层网 54""",,月石色024-71-03,Y
24MS02369,"月石色Moonstone 024-71-03 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,月石色024-71-03,Y
WD000572,"350G 光亮白色 拉毛四面弹54""",,光亮白色,码
17FB00859,"黑色 佳积布 180g 54""",,黑色,Y
21IM00618,"黑色 佳积布 54"" 180g",,黑色,Y
23FB00838,"黑色 DJ132 240g 单层网布54""",,黑色,Y
24FB01115,"深咖色19-0915TPG BA22198-1 三明治网布 54""",,深咖色19-0915TPG,Y
24MS01906,"深咖色19-0915TPG BA22198-2 单层网布 54""",,深咖色19-0915TPG,Y
23MS00038,"茶麦色Beige 2 13-0401TPG 220g BK网布 54""",,茶麦色13-0401TPG,Y
24MS01568,"黑色 RM859-D纹 三层网 54""",,黑色,Y
24MS01571,"新红色Scarlet RM859-D纹 三层网 54""",,新红色,Y
24MS01936,"古蓝色16-4018TPG 220g BK网布54""",,古蓝色16-4018TPG,Y
24MS01938,"古蓝色16-4018TPG RM859-D纹 三层网 54""",,古蓝色16-4018TPG,Y
24MS01939,"蛋白色Eggnog12-0601TPG RM859-D纹 三层网 54""",,蛋白色12-0601TPG,Y
24IM00360,"黑色139-18-00 经编佳积布 46"" 150平方克",,黑色139-18-00,Y
24IM00363,"灰白色Mist Grey 017-79-00 经编佳积布 46"" 150平方克",,灰白色017-79-00,Y
25IM00016,"海盐色Chalk 036-90-02 经编佳积布 54"" 250g",,海盐色036-90-02,Y
25IM00017,"豪华灰Luxe Grey 018-85-01 经编佳积布 54"" 250g",,豪华灰018-85-01,Y
25IM00019,"灰色02 Grey-2 000-64-00 经编佳积布 54"" 250g",,灰色000-64-00,Y
25IM00022,"水洗黑Washed Black 002-24-00 经编佳积布 54"" 250g",,水洗黑002-24-00,Y
25IM00025,"月石色Moonstone 024-71-03 经编佳积布 54"" 250g",,月石色024-71-03,Y
25MS00080,"海盐色Chalk 036-90-02 DJ 132/有光K184纹 240g 单层网布 54""",,海盐色036-90-02,Y
25MS00091,"豪华灰Luxe Grey 018-85-01 DJ 132/有光K184纹 240g 单层网布 54""",,豪华灰018-85-01,Y
C0501802,"YS1811 亮光组织布 230g 54"" 136-81-08紫",,136-81-08紫,码
C0501614,"DJ132 POLYPAG 单层网布 240g 54"" 000-73-00灰",,000-73-00灰,码
C0502473,"DJ132 POLYPAG 单层网布 240g 54"" 035-75-06灰",,035-75-06灰,码
C0501460,"DJ132 POLYPAG 单层网布 240g 54"" 036-90-02米白",,036-90-02米白,码
C0502856,"DJ132 POLYPAG 单层网布 240g 54"" 040-85-06黄",,040-85-06黄,码
C0502857,"DJ132 POLYPAG 单层网布 240g 54"" 058-75-09绿",,058-75-09绿,码
C0501882,"DJ132 POLYPAG 单层网布 240g 54"" 154-63-12粉",,154-63-12粉,码
C0502085,"YS003M 经编佳积布 180G 44"" 139-18-00黑",,139-18-00黑,码
C0502194,"YS004M 经编组织布 230G 54"" 136-81-08紫",,136-81-08紫,码
WK000198,"橘色280GK208 54""",,橘色,码
C0501176,"DJ132 POLYPAG 单层网布 240g 54"" 19-0815TPG沙漠棕榈",,19-0815TPG沙漠棕榈,码
WB11269,"230G 黑色K208网布54""",,黑色,码
WB12589,"230G 白色K208网布54""","54""",白色,码
WB4780,"230G 11301 标准黑POLYPAG II 网布54""",,标准黑,码
WD000448,"200G白色莱卡布54""",,白色,码
WD001934,"200G粉色莱卡布54""",,粉色PINKC,码
WD003586,"230G 蓝色POLYPAG PII网布54""",,蓝色3005C,码
WD003587,"200G蓝色莱卡布54""",,蓝色3005C,码
WJ000407,"250G 红粉色佳积布54""",,红粉色,码
WK000240,"230G 粉色K208网布54""",,粉色PINKC,码
WK000241,"230G 蓝色K208网布54""",,蓝色3005C,码
WB16499,"220G 亮白色佳积布CY-D220 JERSEY （100% RECYCLE POLYESTER）58""",,BRIGHTWHITE亮白色,码
WD000301,"180G 椰奶色K209网布54""",,椰奶色,码
WD002273,"180G 淡紫灰色K209网布54""",,淡紫灰13-4105TPG,码
WD002274,300G淡紫灰色提花天鹅绒54'',,淡紫灰13-4105TPG,码
C0501644,"YS004M 经编组织布 230G 54"" 126-21-11蓝",,126-21-11蓝,码
C0501801,"YS1811 亮光组织布 230g 54"" 036-90-02米白",,036-90-02米白,码
C0100895,"YSH6160 三明治网 400g(上防泼水) 54"" 109-98-01白",,109-98-01白,码
C0100896,"YSH6160 三明治网 400g(上防泼水) 54"" 139-18-00黑",,139-18-00黑,码
C0100903,"YSH6160 三明治网 400g 54"" 109-98-01白",,109-98-01白,码
C0100905,"YSH6160 三明治网 400g 54"" 139-18-00黑",,139-18-00黑,码
C0100906,"YSH6160 三明治网 400g 54"" 036-90-02米白",,036-90-02米白,码
C0503589,"YSH5160 单层网布 300g 54"" 139-18-00黑",,139-18-00黑,码
C0503591,"YSH5160 单层网布 300g 54"" 109-98-01白",,109-98-01白,码
C0503598,"YSH5160 单层网布 300g 54"" Pantong 4138C蓝",,4138C蓝,码
C0503599,"YSH5160 单层网布 300g 54"" Pantone 4010C橙",,4010C橙,码
C0503600,"YSH5160 单层网布 300g 54"" 036-90-02米白",,036-90-02米白,码
C0503605,"YS7032网纱 170g(上树脂) 54"" 透明",,透明,码
C0503606,"YS7032网纱 170g(上树脂) 54"" 透明黑",,透明黑,码
C0503618,"YSH5160 单层网布 300g 54"" 026-28-00深灰",,026-28-00深灰,码
C0503619,"YSH5160 单层网布 300g 54"" 112-63-00灰",,112-63-00灰,码
23MS01440,"豆腐色11-4801TPG YSK133纹220g 单层网布 54""",,豆腐色11-4801TPG,Y
24MS01401,"月蓝色11-4601TPG YSK133纹220g 单层网布 54""",,月蓝色11-4601TPG,Y
23MS02170,"珊瑚绿7722C DH1503小圆点 网布54""",,珊瑚绿7722C,Y
23MS02171,"珊瑚绿7722C 220g 佳绩布 54""",,珊瑚绿7722C,Y
25MS00238,"霓虹绿802C DH1503小圆点 网布54""",,霓虹绿802C,Y
25MS00239,"玫红806U DH1503小圆点 网布54""",,玫红806U,Y
25MS00235,"蓝色282C DH1503小圆点 网布54""",,蓝色282C,Y
25MS00236,"蓝色282C 220g 佳绩布 54""",,蓝色282C,Y
22IM00398,"白色 DH1503小圆点 网布 54""",,白色,Y
WJ000462,"250G白色组织布58""",,白色,码
17FB00168,"黑色 80g 佳积布 54""",,黑色,Y
25FB00176,"沙土灰12-6204TPG 80g 佳积布54""",,沙土灰12-6204TPG,Y
25FB00178,"米奶色11-0107TPG 80g 佳积布54""",,米奶色11-0107TPG,Y
25FB00181,"草嫩色12-0109TPG 80g 佳积布54""",,草嫩色12-0109TPG,Y
WD003598,"260G黑色新样布54""",,黑色,码
201M00510,"黑色 低弹平布 54"" 220g",,黑色,码
WD003380,"180G 蒸汽蓝色K209网布54""",,蒸汽蓝14-4203TPG,码
24MS02284,"海盐色Chalk 036-90-02 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",,海盐色036-90-02,Y
WD003611,"160G淡蓝色D01网布54""",,淡蓝色,码
WD003612,"160G白色D01网布54""",,白色/米白,码
WD003613,160G黑色D01网布54”,,黑色,码
WJ000157,"180G白色佳积布54""",,白色,码
24IM00213,"腐黄色16-0545TPGK106 经编里布 54"" 220g",,腐黄色16-0545TPG,Y
24IM00214,"鹿皮棕15-1308TPGK106 经编里布 54"" 220g",,鹿皮棕15-1308TPG,Y
24FB01044,"黑色 天鹅绒 54""",,黑色,Y
24FB01286,"深灰色18-4006TPG 真美布 54""",,深灰色18-4006TPG,Y
24FB01287,"瓷器棕18-1320TPG 真美布 54""",,瓷器棕18-1320TPG,Y
24FB01308,"月蓝色11-4601TPG 150g 天鹅绒54""",,月蓝色11-4601TPG,Y
24FB01309,"暖沙色15-1214TPG 天鹅绒 54""",,暖沙色15-1214TPG,Y
24MS01414,"浅灰色12-0404TPX YSK133纹220g 单层网布 54""",,浅灰色12-0404TPX,Y
24MS01447,"南极灰13-4104TPG XF-3066纹 单层网布 54""",,南极灰13-4104TPG,Y
24MS01448,"南极灰13-4104TPG YSK133纹220g 单层网布 54""",,南极灰13-4104TPG,Y
24MS02185,"白帽灰12-0304TPG XF-3066纹 单层网布 54""",,白帽灰12-0304TPG,Y
24MS02186,"白帽灰12-0304TPG YSK133纹220g 单层网布 54""",,白帽灰12-0304TPG,Y
18FB00410,"黑色 150g 天鹅绒 54""",,黑色,Y
12IM00139,"黑色 真美布 54""",,黑色,Y
23MS00184,"黑色 XF-3066纹 单层网布 54""",,黑色,Y
18MS00443,"220G白色低弹平布54""",,白色,码
WS001278,"380G米白色Y6102三明治网布54""",,米白色,码
WD003617,160G咖色D01网布54”,,咖色,码
WD003618,160G棕色D01网布54”,,棕色,码
WD003619,160G淡紫色D01网布54”,,淡紫色,码
