product_code,name,spec,color,base_unit
WD003621,160G骨白色D01网布54”,,骨白色,码
WD001721,"250G/Y 奶油色11-0103TPG半光莱卡布54""",,奶油色11-0103TPG,码
WJ000252,"250G/Y 11-0103TPG奶油色 佳积布54""",,11-0103TPG奶油色,码
WS000703,"450G/Y 11-0103TPG奶油色 YS5515三层网54""",,11-0103TPG奶油色,码
WD003616,"260G白色新样布54""",,白色,码
WJ000465,"250G大白色佳积布54""",,大白色,码
23MS00029,"黑色 HSW32 P6纹 单层网布54""",,黑色,Y
24MS00618,"米白色11-0701TPG HSW32 P6纹 单层网布 54""",,米白11-0701TPG,Y
24MS01695,"米黄色7527C HSW32 P6纹 单层网布 54""",,米黄色7527C,Y
24MS02152,"浅土棕 HSW32 P6纹 单层网布54""",,浅土棕,Y
23FB01357,"烏鴉咖(19-0000 TPG) 毛巾布54""",,烏鴉咖19-0000TPG,Y
16IM00985,"黑色 毛巾布 54""",,黑色,Y
18FB00379,"佳积布 200G 54""黑色",,黑色,Y
09FB80006,"6安 黑色 帆布 54""",,黑色,Y
12FB00129,"6安 白色 帆布 54""",,白色,Y
WD003248,"180G 豆腐色K209网布54""",,豆腐色11-4801TPG,码
WD003591,"180G 黑牡蛎色K209网布54""",,黑牡蛎19-0205TPG,码
WS001399,"银灰色 YD-D497-22E-F网布54""",,银灰色14-4501TPG,码
WS001400,"鲨鱼灰色 YD-D497-22E-F网布54""",,鲨鱼灰17-3914TPG,码
WD003642,160G红色D01网布54”,,红色,码
WD003643,160G蓝色D01网布54”,,蓝色,码
WD003644,160G米白色D01网布54”,,米白色11-0104TCX,码
24FB00713,"白色 180g 佳绩布 54""",,白色,Y
24MS00839,"黑色 YS-125纹 310g 粗网 54""",,黑色,Y
24MS01316,"月岩灰14-4201TPG YS-125纹310g 粗网 54""",,月岩灰14-4201TPG,Y
24MS01318,"米黄色12-5202TPG YS-125纹310g 粗网 54""",,米黄色12-5202TPG,Y
24MS01321,"橘卡其17-1325TPG YS-125纹310g 粗网 54""",,橘卡其17-1325TPG,Y
24FB01035,"古白色11-0105TPG YS1066纹230g 平布 54""",,古白色11-0105TPG,Y
24FB00771,"8安 暖褐色(16-1318 TPG) 帆布 54""",,暖褐色16-1318TPG,Y
24MS01216,"淺沙褐(14-1210 TPG) YS-0731 三明治网布 54""",,淺沙褐14-1210TPG,Y
17FB00694,"白色 80g 佳积布 54""",,白色,Y
24MS02166,"太妃粉Dusty Rose 154-63-12 LY-YG1190纹 YS1190纹 250g 小四方泡布 54""",,太妃粉154-63-12,Y
24MS02178,"绿光色Green Glow 070-88-46 K208 240g BK网布 54""",,绿光色070-88-46,Y
24MS02179,"柠檬黄Acid Yellow-R 053-79-38 K208 240g BK网布 54""",,柠檬黄053-79-38,Y
24MS02181,"数码蓝Digital Blue 105-74-21 K208 240g BK网布 54""",,数码蓝105-74-21,Y
24MS02191,"复古红Retro Red 011-27-26 K208 240g BK网布 54""",,复古红011-27-26,Y
25MS00245,"白色109-98-01 K208 240g BK网布 分化 柠檬黄Acid Yellow-R 053-79-38图案 54""",,分化柠檬黄AcidYellow-R053-79-38图案,Y
24FB01270,"学院粉Studio Pink 155-45-20 300g 天鹅绒 54""",,学院粉155-45-20,Y
24FB01271,"生长绿Upgrade Green 074-53-20 300g 天鹅绒 54""",,生长绿074-53-20,Y
24MS02161,"学院粉Studio Pink 155-45-20 DJ 132/有光K184纹 240g 单层网布 54""",,学院粉155-45-20,Y
24MS02162,"生长绿Upgrade Green 074-53-20 DJ 132/有光K184纹 240g 单层网布 54""",,生长绿074-53-20,Y
24IM00328,"生胶棕Synth Gum 01 029-61-15佳积布 54"" 80g",,生胶棕029-61-15,Y
物科编号 24MS00911,"婴黑(19-5005TPG)YS-0731三明治网布54""",,墨黑19-5005TPG,Y
24MS00911,"墨黑(19-5005TPG) YS-0731 三明治网布 54""",,墨黑19-5005TPG,Y
24FB00675    08,"8安开心果(12-0110TPG)帆布54""",,开心果12-0110TPG,Y
23MSO1511    1-36,"深灰(18-0201 TPG)三明治网布54""",,深灰18-0201TPG,Y
23MS01057    3,"法橡木13-0400 TPG三明治网布54""",,法橡木13-0400TPG,Y
23MSO1056    1-1,"雨竹灰15-4101TPX YS-0731三明治网布54""",,雨竹灰15-4101TPX,Y
23FB00621   -63,"8安 島嶼青(15-5425 TPG) 帆布54""",,島嶼青15-5425TPG,Y
WJ000025,"180G棕色佳积布58""",,棕色,码
25FB00108,"白色 DJ132 单层网布 54""",,白色,Y
25MS00274,"黑色 DC32 三层网 54""",,,Y
24MS02280,"黑色139-18-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,黑色139-18-00,Y
24FB01169,"卡其色 YS1066纹 230g 平布54""",,卡其色,Y
24IM00265,"卡其色 佳绩布 54"" 80g",,卡其色,Y
24MS01986,"卡其色 YSK055纹 单层网布54""",,卡其色,Y
24MS02150,"卡其色 200g 小米通布 54""",,卡其色,Y
24MS02151,"传统蓝16-4127TPG 200g 小米通布 54""",,传统蓝16-4127TPG,Y
WD000164,"200G黑色D02网布54""",,黑色,码
WD001584,"200G灰色D02网布54""",,灰色,码
WD001585,"200G燕麦色D02网布54""",,燕麦色,码
WD001586,"200G白色D02网布54""",,白色,码
25IM00015,"复古绿Retro Teal 094-32-15 经编佳积布 54"" 250g",,复古绿094-32-15,Y
25IM00018,"黑莓色Black Cherry 159-23-15 经编佳积布 54"" 250g",,黑莓色159-23-15,Y
25MS00084,"盛怒粉Passion Pink 160-61-28 DJ 132/有光K184纹 240g 单层网布 54""",,盛怒粉160-61-28,Y
25MS00088,"正黄色Golden Haze 037-81-37 DJ 132/有光K184纹 240g 单层网布 54""",,正黄色037-81-37,Y
22IM00270,"白色 YS-K086 网布 54"" 280g-290g 耐黄",,白色,Y
22IM00327,"白色 加密真美布 54"" 250g",,白色,Y
25FB00257,"混沌绿 071-65-06 250g 加密真美布 54""",,混沌绿071-65-06,Y
25MS00311,"混沌绿 071-65-06 YS-K086 310g 单层网布 54""",,混沌绿071-65-06,Y
25FB00256,"米色036-90-02 250g 加密真美布 54""",,米色036-90-02,Y
25MS00310,"米色036-90-02 YS-K086 280g-290g 单层网布 54""",,米色036-90-02,Y
25FB00216,"中国红18-1663TPG 260g 加密真美布 54""",,中国红18-1663TPG,Y
25MS00313,"中国红18-1663TPG YS-K086 310g 单层网布 54""",,中国红18-1663TPG,Y
25MS00318,"米白036-90-02 LJA2063 单层网布 54""",,米白036-90-02,Y
25MS00319,"米白036-90-02 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",,米白036-90-02,Y
25MS00321,"雾粉色152-85-11 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,雾粉色152-85-11,Y
25MS00323,"豪华灰 Luxe Grey 018-85-01 354纹 280-290g 单层网布 54""",,豪华灰018-85-01,Y
25MS00325,"雾粉色152-85-11 354纹 280-290g 单层网布 54""",,雾粉色152-85-11,Y
25MS00326,"灰色000-47-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,灰色000-47-00,Y
WD002484,"180G 灰色汗衣布54""",,427C灰,码
WS000962,"380G黑色 YD-0731三明治网布上树脂54""",,黑色,码
DC01803272,"黑色 FMD-F2-066网布54""",,黑色,码
24MS01993,"金钟粉15-2718TCX LY-TS1595 200g 环保内里单层网布 54""",,金钟粉15-2718TCX,Y
25MS00065,"乳白色Chic Cream LY-TS1595 200g 环保内里单层网布 54""",,乳白色,Y
25FB00278,"灰色000-55-00 180g 丝光布 54""",,灰色000-55-00,Y
12IM00058,"黑色 丝光布 54"" 120g",,黑色,Y
20MS00668,"黑色 180g 丝光布 54""",,黑色,Y
10IM00273,"白色 丝光布 54"" 120g",,白色,Y
25FB00279,"黑色139-18-00 条纹 三明治网布 54""",,黑色139-18-00,Y
25FB00276,"灰色03 Grey-3 000-55-00 条纹 三明治网布 54""",,灰色000-55-00,Y
24MS02134,"朦胧紫Twilight Purple 128-34-13 D01 230-250g 单层网布 54""",,朦胧紫128-34-13,Y
24MS02095,"柠绿色Solar Lime-R 064-84-51 D01 230-250g 单层网布 54""",,柠绿色064-84-51,Y
24MS02099,"浅杏粉Washed Clay 022-81-13 D01 230-250g 单层网布 54""",,浅杏粉022-81-13,Y
24MS02100,"珊瑚粉Supercharged Coral 014-61-30 D01 230-250g 单层网布 54""",,珊瑚粉014-61-30,Y
24MS02094,"胜利蓝Vector Navy 126-21-11 D01 230-250g 单层网布 54""",,胜利蓝126-21-11,Y
24MS02098,"太妃粉Dusty Rose 154-63-12 D01 230-250g 单层网布 54""",,太妃粉154-63-12,Y
24MS02081,"优秀蓝Optimum Blue 118-34-36 D01 230-250g 单层网布 54""",,优秀蓝118-34-36,Y
24MS02097,"月色Moon 120-84-00 D01 230-250g 单层网布 54""",,月色120-84-00,Y
WD001135,"180G 白色丝光布54""",,白色,码
WD001136,"200G白色D01网布54""",,白色,码
WS000496,"300G白色ZSQ21-002三明治网布54""",,白色,码
21FB00202,"黑色 180g 丝光布 54""",,黑色,Y
24MS00916,"乌黑色19-0303TPG YS360纹 350g大星点弹力网布 54""",,乌黑色19-0303TPG,Y
24FB00336,"黑色 短毛绒 54""",,黑色,码
24FB01068,"燕麦色14-1208TPG 180g 丝光布54""",,燕麦色14-1208TPG,Y
24FB01371,"燕麦色14-1208TPG 短毛绒 54""",,燕麦色14-1208TPG,Y
25FB00191,黑色 KNP022RP纹 131g/m2 100% NYLON 148CM,,黑色,Y
25FB00192,白色 KNP022RP纹 131g/m2 100% NYLON 148CM,,白色,Y
23MS00419,"黑色 YS220F纹 200g 单层网布54""",,黑色,Y
23MS00424,"黑色 YS5212T纹 420g 三层网布44""",,黑色,Y
24MS01742,黑色 2Y044纹 255g/m2 单层网纱（雾面哑光）,,黑色,Y
24MS01743,燕麦色14-1208TPG 2Y044纹255g/m2 单层网纱（雾面哑光）,,燕麦色14-1208TPG,Y
24MS01385,"毛毛灰14-4500TPG YS360纹 350g大星点弹力网布 54""",,毛毛灰14-4500TPG,Y
WB11529,"黑色210D尼龙牛津布58""",,黑色,码
24IM00126,"白色 佳绩布 54""120g防虹吸",,白色,Y
24IM00127,"黑色 佳绩布 54""120g防虹吸",,黑色,Y
18FB00589,"黑色150g佳积布 54""",,黑色,Y
25FB00201,白色 150g 天鹅绒 54“,,白色,Y
25FB00202,"迷雾灰14-4203TPG 180g 天鹅绒54""",,迷雾灰14-4203TPG,Y
WJ000029,"180G深蓝色佳积布58""",,深蓝,码
WD003032,"230G 南极灰色K209网布54""",,南极灰色,码
WD003035,"230G 黑色K209网布54""",,黑色,码
WS001219,"360-380G 南极灰色YS2167R三层网布高温预缩54""",,南极灰色,码
WS001223,"360-380G 黑色YS2167R三层网布高温预缩54""",,黑色,码
WD003033,"230G 米白色K209网布54""",,米白色,码
WJ000468,"180G白色佳积布58""",,白色,码
WS001221,"360-380G 米白色YS2167R三层网布高温预缩54""",,米白色,码
WD003680,"180G紫红色 K209网布54""",,紫红色19-1725TPG,码
16IM00207,"黑色 佳积布 56"" 120g",,黑色,码
23FB01063,"黑色 毛巾布 54"" 260g",,黑色,码
23FB01064,"绿色AF9E 毛巾布 54"" 260g",,绿色AF9E,码
23MS01968,"米褐色17-1316TPG  CL22045  三明治网布 550g 54""",,米褐色17-1316TPG,码
25FB00477,"米白036-90-02 250g 毛巾布 54""",,米白036-90-02,Y
25FB00478,"月石色024-71-03 毛巾布 54"" 250g",,月石色024-71-03,码
25MS00425,黑色139-18-00 CL22149纹 三层网,,黑色139-18-00,码
25FB00305,"黑色139-18-00 毛巾布 54"" 250g",,黑色139-18-00,码
25FB00494,"深栗色011-26-21 毛巾布 54"" 250g",,深栗色011-26-21,码
25FB00498,"气味紫16-3911TPG 250g 毛巾布54""",,气味紫16-3911TPG,Y
25MS00430,"米白11-4300TPG 250g 毛巾布54""",,米白11-4300TPG,Y
24MS00570,"白色109-98-01 CL24029三层网  54"" 550g",,白色109-98-01,码
25MS00407,"白色109-98-01 CL22045三层网  54"" 550g",,白色109-98-01,码
24FB00100,"灰色ADHD 260g 毛巾布 54""",,灰色ADHD,Y
24MS00204,"灰色ADHD CL24029三层网  54"" 550g",,灰色ADHD,Y
24MS00205,"灰色ADHE CL24029 550g 三层网 54""",,灰色ADHE,Y
25MS00431,"米白11-4300TPG CL24029 550g 三层网 54""",,米白11-4300TPG,Y
WD002113,"380G光亮白色YS5736网布54""",,光亮白色,码
WD002118,"350G 墨青蓝色 拉毛四面弹54""",,墨青蓝色,码
WD002119,"350G 宝瓶蓝色 拉毛四面弹54""",,宝瓶蓝16-4530TPG,码
WD002121,"350G 深紫色 拉毛四面弹54""",,深紫2715U,码
WD002122,"380G玛瑙黑色YS5736网布54""",,玛瑙黑19-4006TPG,码
25MS00398,"黑色 YS571 530g 网布 54"" 防虹吸",,黑色,Y
25MS00409,"黑色139-18-00 YS5908纹 380g 小圆孔三明治 54""防虹吸",,黑色139-18-00,Y
25MS00410,"黑色139-18-00 YS7077 单层网布 54""",,黑色,Y
25FB00461,"红色009-39-36 FMD-F2-066 格子布 54”防虹吸""",,红色009-39-36,Y
25MS00397,"灰色000-64-00 YS571 530g 网布 54""",,灰色000-64-00,Y
25FB00465,休闲蓝115-61-07 FMD-F2-066 格子布 54”防虹吸,,休闲蓝115-61-07,Y
25MS00402,"暮光蓝119-35-20 YS571 网布 530g 54""防虹吸",,暮光蓝119-35-20,Y
25FB00472,紫色136-81-08 FMD-F2-066 格子布 54”防虹吸,,紫色136-81-08,Y
25MS00404,"砂砾灰027-51-04 YS571 网布 530g 54""防虹吸",,砂砾灰027-51-04,Y
25MS00406,"深灰029-39-08 YS571 网布 530g 54""防虹吸",,深灰029-39-08,Y
25MS00365,"黑色139-18-00 YS22507 380g 小圆孔三明治 54""",,黑色139-18-00,Y
25MS00366,"蓝色126-21-11 YS22507 380g 小圆孔三明治 54""",,蓝色126-21-11,Y
25MS00367,"白色109-98-01 YS22507 380g 小圆孔三明治 54"" 耐黄",,白色109-98-01,Y
WD003742,"YS2323 19-0508深灰色猫舌布54""",,深灰,码
WD003743,"YS2323米白色猫舌布54""",,米白,码
WD003744,YS2323黑色猫舌布54″,,黑色,码
WD003293,"220G 蕾丝白色亚光四面弹54""",,蕾丝白色,码
WD002886,"220G 黑色亚光四面弹54""",,黑色,码
25FB00250,"黑色 DJT-1834 单层网布 54""",,黑色,Y
25FB00258,"粉色011-87-11 DJT-1834 单层网布 54""",,粉色011-87-11,Y
25FB00259,"米白036-90-02 DJT1834纹 单层网布 54""",,米白036-90-02,Y
25FB00420,白色109-98-01 LJA2063 单层网布 54“ 耐黄,,白色109-98-01,Y
25FB00421,胜利蓝126-21-11 YS640单层网230g 54“,,胜利蓝126-21-11,Y
25FB00422,胜利蓝126-21-11 YS1089 单层网320g 54“,,胜利蓝126-21-11,Y
25FB00423,"胜利蓝126-21-11 YS2260 单层网布 54""",,胜利蓝126-21-11,Y
25FB00425,黑色139-18-00 YS640单层网230g 54“,,黑色139-18-00,Y
25FB00426,黑色139-18-00 YS1089 单层网320g 54“,,黑色139-18-00,Y
25FB00427,"黑色139-18-00 YS2260 单层网布54""",,黑色139-18-00,Y
25MS00312,"米白036-90-02 YH M 354纹 280-290g 单层网布 54"" 耐黄",,米白036-90-02,Y
WS001431,"320G 白色YSD137加厚内里布54""","54""",白色,码
WS001432,"320G 黑色YSD137加厚内里布54""",,黑色,码
24IM00270,"白色109-98-01 佳积布 54"" 220g",,白色109-98-01,Y
24MS02077,"制服蓝Uniform Blue AF9Q D027纹 250-260g 单层网布 54""",,制服蓝AF9Q,Y
25FB00440,"海军绿056-35-06 DJT1834纹 单层网布 54""",,海军绿056-35-06,Y
25FB00441,"海军蓝ADWU YH M 354纹 280-290g 单层网布 54""",,海军蓝ADWU,Y
25FB00442,"海军蓝ADWU DJT1834纹 单层网布 54""",,海军蓝ADWU,Y
25FB00443,"雾蓝106-55-05 YH M 354纹 280-290g 单层网布 54""",,雾蓝106-55-05,Y
25FB00444,"雾蓝106-55-05 DJT1834纹 单层网布 54""",,雾蓝106-55-05,Y
25FB00445,"灰色ADHE YH M 354纹 单层网布 54""",,灰色ADHE,Y
25FB00446,"灰色ADHE DJT1834纹 单层网布 54""",,灰色ADHE,Y
23FB00605,"8安 橙子橘(15-1247 TPG) 帆布 54""",,橙子橘15-1247TPG,Y
23MS01510,"三明治网布 54""黑夜藍(19-4023TPG)",,黑夜藍19-4023TPG,Y
24MS00873,"白色 YRDC230220-61 三明治网布54""纸质补单号：0510-1越",,白色,Y
24MS00454,"黑色 压圆点三层梭织网布 54""",,黑色,码
24FB00850,"毛毛灰14-4500TPG 低弹平布54""",,毛毛灰14-4500TPG,码
24FB00737,"青芒绿18-0317TPG 低弹平布54""",,青芒绿18-0317TPG,码
24MS01000,"青芒绿18-0317TPG 压圆点三层梭织网布 54""",,青芒绿18-0317TPG,码
24MS01384,"毛毛灰14-4500TPG 压圆点三层梭织网布 54""",,毛毛灰14-4500TPG,码
24FB00395,"黑色 长毛绒 54""",,黑色,码
24FB01373,"毛毛灰14-4500TPG 长毛绒54""",,毛毛灰14-4500TPG,码
24FB00095,"黑色 YRDC23022-61 三明治网布 54""",,黑色,Y
24FB00678,"6安 海盗黑19-4305TPG 帆布 54""",,海盗黑19-4305TPG,Y
24MS00854,"黑色 YRDC230220-61 三明治网布 54""",,黑色,Y
24MS01905,"深咖色19-0915TPG YRDC230220-61 三明治网布 54""",,深咖色19-0915TPG,Y
16IM00998,"黑色 低弹平布 54""",,黑色,Y
WD001729,280G/Y黑曜石19-3902TPG YS-065M单网54“,,黑曜石19-3902TPG,码
WD002461,280G/Y 蜉蝣绿18-0220TPG  YS-065M单网54“,,蜉蝣绿18-0220TPG,码
WN000123,"循环灰17-1508TPG YS960D加密牛津布上防脱纱（厂商直上）54""",,循环灰18-5204TPG,码
WN000129,"蜉蝣绿18-0220TPG YS960D加密牛津布上防脱纱（厂商直上）54""",,蜉蝣绿18-0220TPG,码
25FB00439,"海军绿056-35-06 YH M 354纹 280-290g 单层网 54""",,海军绿056-35-06,Y
22IM00403,"豆腐色11-4801TPG BK网布 54""280g",,豆腐色11-4801TPG,Y
24MS01855,"藏青色19-4111TPG 280g BK网布54""",,藏青色19-4111TPG,Y
22MS00806,"黑色 280g BK网布 54""",,黑色,Y
24FB00363,"8安 灰紫色(15-1607 TPG) 帆布54""",,灰紫色15-1607TPG,Y
24MS01457,"极度灰(17-5104 TPG) 220g K208/BK布 54""",,极度灰17-5104TPG,Y
WJ000028,"180G深灰色佳积布58""",,深灰,码
24MS00148,"2mm 黑色 平板弹力三层网54""0001165",,黑色,Y
24IM00259,"亮黄色 佳绩布 54"" 80g",,亮黄色,Y
25MS00451,"亮黄色 YS745纹 大孔单层网布54""",,亮黄色,Y
25IM00011,"黑色139-18-00 经编佳积布 54"" 250g",,黑色139-18-00,Y
25MS00447,"怀旧白Vintage Chalk 038-90-04 DJ132/有光K184 240g 单层网布 54""",,怀旧白038-90-04/米黄,Y
24MS00634,"白色 120g 佳积布 54"" 耐黄",,白色,Y
WJ000481,"220G 棕色佳积布54""",,棕色,码
WJ000482,"220G深蓝色佳积布54""",,NAVY深蓝色,码
WJ000483,"220G黑色佳积布54""",,黑色,码
WJ000484,"250G 深蓝色佳积布54""",,NAVY深蓝色,码
WJ000486,"220G深棕色佳积布54""",,深棕色,码
WJ000487,"250G 深棕色佳积布54""",,#DKBROWN深棕色,码
25FB00424,"白色11-0601TPG YS1066纹 230g平布 54""",,白色11-0601TPG,Y
23MS02209,"精灵绿18-6022TPG YSK055纹 单层网布 54""",,精灵绿18-6022TPG,Y
24IM00032,"精灵绿18-6022TPG 佳绩布 54""80g",,精灵绿18-6022TPG,Y
25IM00013,"淡黄土Muted Clay 024-75-07 经编佳积布 54"" 250g",,淡黄土024-75-07,Y
25IM00020,"黏土粉Pink Clay 020-58-11 经编佳积布 54"" 250g",,黏土粉020-58-11,Y
25MS00081,"淡黄土Muted Clay 024-75-07 DJ 132/有光K184纹 240g 单层网布 54""",,淡黄土024-75-07,Y
Z24053-30,"白色 220g 低弹平布 54"" 分化黑色+橘色16-1462TPX图案",,分化黑色+橘色16-1462TPX图案,Y
WJ000471,"220G绿色佳积布56""",,绿色,码
WD000508,"350G 玛瑙黑色 拉毛四面弹54""",,玛瑙黑色,码
WD002116,"380G墨青蓝色YS5736网布54""",,墨青蓝色,码
WD002120,"350G 幽蓝色 拉毛四面弹54""",,幽蓝,码
25MS00113,"决赛蓝S.F.Cyan 107-57-24 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,决赛蓝107-57-24,Y
25MS00494,"运动紫Movement Purple 134-31-12 DJ132 240g 单层网布 54""",,运动紫134-31-12,Y
23IM00571,"青柠绿Bleached Lime Glo 059-99-40 有光莱卡 54"" 180g",,"青柠绿059-
99-40",Y
WD003775,"深棕色SX17793网布54""",,#DKBROWN深棕色,码
WD003776,"黑色SX17793网布54""",,黑色,码
24MS01807,"浅卡其16-0205TPG YSK133纹220g 单层网布 54""",,浅卡其16-0205TPG,Y
WD003841,"250G 深蓝色莱卡布54""",,深蓝色,码
WJ000518,"220G 深蓝色佳积布54""",,深蓝色,码
24IM00295,"胜利蓝Vector Navy 126-21-11 佳积布 54"" 180g",,胜利蓝126-21-11,Y
24IM00299,"黑色139-18-00 佳积布 54""180g",,黑色139-18-00,Y
WD000952,"230G黑色莱卡布54""",,黑色,码
WD003826,"230G 棕色莱卡布54""",,棕色,码
WJ000485,"120G 浅棕色佳积布54""",,浅棕色,码
WH000041,"棕色12安帆布54""",,棕色,码
23FB01008,"8安 雕褐色(14-1310 TPG) 帆布 54""",,雕褐色14-1310TPG,Y
25FB00085,"8安 珍珠藍(14-4206 TPG) 帆布54""",,珍珠藍14-4206TPG,Y
24MS00057,"黑色 130g 佳绩布 54"" 防虹吸",,黑色,Y
WD003864,"410G/Y 深蓝色YSD439网布54""",,深蓝色,码
WD003867,"410G/Y 碳灰色YSD439网布54""",,碳灰色,码
WD003871,"410G/Y 藕粉色YSD439网布54""",,藕粉色,码
WD003872,"410G/Y 鸢尾紫色YSD439网布54""",,鸢尾紫色,码
WD003789,"230G 棕色BK网布54""",,TAN棕色,码
WD003781,"230G 浅灰色BK网布54""",,浅灰,Y
YX24175,HSW32 P6纹 灰色网布  56〃,,灰色,码
25FB00636,"黑色19-0303TPG 210D 加密牛津布 54""",,黑色19-0303TPG,Y
25FB00610,"灰褐色409C 150g 天鹅绒 54"" 消光",,灰褐色409C,Y
24FB00398,"黑色 150g 天鹅绒 54"" 消光",,黑色,Y
23MS01257,"白色 280g BK网布 54""",,白色,Y
18FB00386,"白色 200g 佳积布 54""",,白色,Y
23IM00379,"白色佳积布54""200g",,白色,Y
WD001722,"250G/Y 石灰色19-0201TPG半光莱卡布54""",,石灰色19-0201TPG,码
24MS02101,"黑色139-18-00 D01 230-250g单层网布54""",,黑色139-18-00,Y
24FB00359,"玫瑰粉13-1520TPG 色丁布 54""",,玫瑰粉13-1520TPG,Y
24FB01233,"土水黄11-0507TPG YS1066纹230g 平布 54""",,土水黄11-0507TPG,Y
24FB01174,"浅棕色 YS1066纹 230g 平布54""",,浅棕色,Y
24MS01995,"浅棕色 200g 小米通布 54""",,浅棕色,Y
24MS01996,"陶土棕19-1218TPG 200g 小米通布 54""",,陶土棕19-1218TPG,Y
25FB00463,"黑色 B182-03纹 250g 单层网布 54""",,黑色,Y
XC2-25028MGX-1,"短毛绒 黑色 54""  无氟防虹吸",,黑色,码
XC2-25029MGX-1,"短毛绒 黑色 54""无氟防虹吸",,黑色,码
XC2-25029MGX-2,"短毛绒 黑色 54""无氟防虹吸",,黑色,码
XC2-25028MGX-2,"短毛绒 深豆绿色18-0312TPG 54""无氟防虹吸",,深豆绿色18-0312TPG,码
WD001134,"230G本白色K208网布54""",,本白色,码
WD003145,"230G 亮白色 CY-T3005平织布58""",,亮白色,码
WD003147,"230G 黑色 CY-T3005平织布58""",,黑色,码
WK000282,TPG-16-1508咖色 280G K208 54“,,16-1508TPG咖色,码
WK000283,"TPG-18-5806中豆绿色 280G K20854""",,18-5806TPG中豆绿色,码
24IM00028,"巴巴棕19-1518TPG k106 经编里布54""220g",,巴巴棕19-1518TPG,码
WD002483,"230G白色K209网布57""",,白色,码
WD003921,"230G天蓝色 K209网布55""",,天蓝色14-4210TPG,码
WD003923,"180G天蓝色14-4210TPG K209网布55""",,天蓝色14-4210TPG,码
WD003925,"180G月色13-0000TPG K209网布54""",,月色13-0000TPG,码
WD003926,"200G月色13-0000TPG拉毛四面弹54""",,月色,码
WD003927,"360G月色13-0000TPG XF8001氨纶布54""",,月色,码
WD003929,"180G银灰色14-0000TPG K209网布55""",,银灰色14-4501TPG,码
WD003930,"200G银灰色14-0000TPG拉毛四面弹54""",,银灰色,码
WD003936,"180G深杏色 K209网布55""",,深杏色15-1114TPG,码
WD003937,"180G深杏色 K209网布54""",,深杏色15-1114TPG,码
WD003939,"180G碧绿色 K209网布55""",,碧绿色19-5413TPG,码
WD003940,"180G碧绿色1 K209网布54""",,碧绿色19-5413TPG,码
WD003942,"180G米色 K209网布55""",,米色11-4801TPG,码
WD003943,"180G米色 K209网布54""",,米色11-4801TPG,码
WK000154,"230G/Y 紫灰色14-4103TPG K208网布 54""",,紫灰色14-4103TPG,码
WD001386,"250G白色低弹平布54""",,白色11-0601TPG,码
WD001387,"250G黑色低弹平布54""",,黑色,码
WD003836,"230G岩石灰色莱卡布54""",,14-4201TPG岩石灰色,码
WD003839,"230G浅灰色莱卡布54""",,17-0000TPG浅灰色,码
WJ000529,"150G白色佳积布58""",,白色,码
WJ000530,"150G黑色佳积布58""",,黑色,码
