product_code,name,spec,color,base_unit
WJ000535,"150G棕色佳积布58""",,棕色,码
WS001543,"320G 冠军蓝色YSD137加厚内里布54""",,19-3922TPG冠军蓝色,码
25MS00752,"自然色11-0606TPG 200g 小米通布 54""",,自然色11-0606TPG,Y
25MS00770,"古白色11-0105TPG 200g 小米通布 54""",,古白色11-0105TPG,Y
24FB01325,"白鹭色11-0103TPG TF18-Q08 220g 磨毛布 54""",,白鹭色11-0103TPG,Y
25FB00611,"紫葡萄19-1716TPG TF18-Q08 220g 磨毛布 54""",,紫葡萄19-1716TPG,Y
24FB00742,"8安 杜巴里紅(17-1647TPG) 帆布 54""",,杜巴里紅17-1647TPG,Y
24FB00784,"8安 淺沙褐(14-1210 TPG) 帆布54""",,淺沙褐14-1210 TPG,Y
24FB01375,"8安 勇猛棕(17-1330 TPG) 帆布54""",,勇猛棕17-1330TPG,Y
24FB01382,"8安 卡其灰(15-1216 TPG) 帆布54""",,卡其灰15-1216TPG,Y
24MS01547,"暖褐色(16-1318 TPG) 220g K208/BK布 54""",,暖褐色16-1318 TPG,Y
24MS02403,"卡其灰(15-1216 TPG) 220gK208/BK布 54""",,卡其灰15-1216TPG,Y
24MS02404,"卡其灰(15-1216 TPG) YS-0731 三明治网布 54""",,卡其灰15-1216TPG,Y
24MS02415,"牛棕(18-1137 TPG) YS-0731 三明治网布 54""",,牛棕18-1137TPG,Y
25FB00096,"8安 煙藍灰(14-4203 TPG) 帆布54""",,煙藍灰14-4203TPG,Y
25MS00201,"煙藍灰(14-4203 TPG) YS-0731 三明治网布 54""",,煙藍灰14-4203TPG,Y
25MS00228,"真實紅(19-1664 TPG) YS-0731 三明治网布 54""",,真實紅19-1664TPG,Y
WS001542,"320G 军绿色YSD137加厚内里布54""",,17-0627TPG军绿色,码
WD003684,"220G 深棕色 TANGO SUEDE鸡皮绒54""",,深棕色,码
WD003688,"220G 棕色鸡皮绒54""",,棕色,码
WB10970,"白色 210D尼龙牛津布58""",,白色,码
24IM00335,"浅淡灰Grey 1 000-73-00 佳积布54"" 250g",,浅淡灰000-73-00,Y
25FB00153,"白色109-98-01 250g 佳积布54""",,白色109-98-01,Y
24MS02296,"白色109-98-01 D027纹 250-260g 单层网布 54""",,白色109-98-01,Y
24MS02308,"原子绿Atomic Aqua 078-84-34D027纹 250-260g 单层网布54""",,原子绿078-84-34,Y
24MS02306,"活跃红Sport Red 012-41-36 D027纹 250-260g 单层网布 54""",,活跃红012-41-36,Y
25FB00723,"白色109-98-01 DJT-6515 单层网布 耐黄 54""",,白色109-98-01,Y
25FB00724,"黑色139-18-00 DJT-6515 单层网布 54""",,黑色139-18-00-1,Y
25MS00066,"火山灰(19-3912 TPG) 220g K208/BK布 54""",,火山灰19-3912TPG,Y
23MS02082,"天鵝灰(12-0000 TPG) YS-208 220g BK MESH 网布 54""",,天鵝灰12-0000TPG,Y
25FB00846,"深绿色074-28-15 佳积布 54""180g",,深绿色074-28-15,Y
25MS00818,"深绿色074-28-15 YS640 单层网布 230g 54""",,深绿色074-28-15,Y
25MS00819,深绿色074-28-15 YS1089 单层网 320g 54”,,深绿色074-28-15,Y
25MS00820,深绿色074-28-15  YS2260 单层网布 54“,,深绿色074-28-15,Y
25MS00831,"黑色139-18-00 LJA2063 单层网布 54""",,黑色139-18-00,Y
YX25116,HSW32 P6纹 紫色网布  56〃,,紫色,码
24MS00031,"米白色11-0604TPG YSK133纹220g 单层网布 54""",,米白色11-0604TPG,Y
25MS00657,"奶油黄11-4302TPG YSK133纹220g 单层网布 54""",,奶油黄11-4302TPG,Y
25MS00658,"糖果粉13-1906TPG YSK133纹220g 单层网布 54""",,糖果粉13-1906TPG,Y
25MS00525,"米白色11-0604TPG XF-3066纹 单层网布 54""",,米白色11-0604TPG,Y
24MS02278,"宁静绿Tranquil Teal 080-77-06 D027纹 250-260g 单层网布54""",,宁静绿080-77-06,Y
24MS02276,"极简棕Simple Beige 034-75-11 D027纹 250-260g 单层网布54""",,极简棕034-75-11,Y
24MS02279,"极简灰Simple Grey 087-78-01 D027纹 250-260g 单层网布 54""",,极简灰087-78-01,Y
24MS02277,"浅淡灰Grey 1 000-73-00 D027纹250-260g 单层网布 54""",,浅淡灰000-73-00,Y
24MS02340,"灰色03 Grey-3 000-55-00 YSK2360纹 400g 双心三层网 59""",,灰色000-55-00,Y
24MS02341,"灰色03 Grey-3 000-55-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",,灰色000-55-00,Y
24MS02331,"珠光灰Pearl Grey 099-85-01 YSK2360纹 400g 双心三层网 59""",,珠光灰099-85-01,Y
24MS02333,"珠光灰Pearl Grey 099-85-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",,珠光灰099-85-01,Y
25FB00657,"石板灰Slate Grey 000-55-00 150平方克 经编佳积布 46""",,石板灰000-55-00,Y
24MS02327,"莓粉色Berry chill 152-55-11 YSK2360纹 400g 双心三层网 59""",,莓粉色152-55-11,Y
24MS02329,"莓粉色Berry chill 152-55-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",,莓粉色152-55-11,Y
WS001526,420G/Y 凤仙紫17-1505TPGYS028三明治网布54“,,凤仙紫17-1505TPG,码
WJ000327,"150G棕色佳积布54""",,棕色,码
WD004045,"220G 深棕色鸡皮绒54""",,734DKBROWN深棕色,码
WD004046,"220G 褐色鸡皮绒54""",,褐色,码
25MS00599,"樱花粉14-1905TPG 200g 佳积布54""",,樱花粉14-1905TPG,Y
25MS00600,"传统蓝16-4127TPG 200g 佳积布54""",,传统蓝16-4127TPG,Y
25MS00601,"自然色12-0703TPG 200g 佳积布54""",,自然色12-0703TPG,Y
25MS00603,"雪球白11-0602TPG 220g 磨毛布54""",,雪球白11-0602TPG,Y
24FB01297,"黑色139-18-00 200g 组织布54""",,黑色139-18-00,Y
25FB00351,"黑色139-18-00 DJ132 240g POLYPAG单层网布 54""",,黑色139-18-00,Y
25MS00470,"粉色151-66-26 组织布 250g54""",,粉色151-66-26,Y
25MS00849,"白色109-98-01 DJ132 240gPOLYPAG单层网布 54"" 耐黄",,白色109-98-01,Y
25MS00850,"白色109-98-01 260g BK-Q01单层网布 54"" 耐黄",,白色109-98-01,Y
25MS00865,白色109-98-01 250g 组织布54“,,白色109-98-01,Y
25MS00420,"蓝色126-21-11 YHM 354 单层网布 54""",,蓝色126-21-11,Y
25MS00421,"黄色037-77-37 BK-Q01单层网布260g 54""",,黄色037-77-37,Y
25FB00359,"黑色139-18-00 260g BK-Q01单层网布 54""",,黑色139-18-00,Y
25MS00853,米白色036-90-02 组织布 250g54“,,米白色036-90-02,Y
25FB00813,胜利蓝126-21-11 DJ 132/有光K184纹 240g DJ132网布,,胜利蓝126-21-11,Y
25FB00844,"姜黄色Ginger Root031-53-13 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,姜黄色031-53-13,Y
25MS00415,"灰色000-73-00 BK 单层网布 200g 54""",,灰色000-73-00,Y
25MS00851,"光明绿068-75-08 200g BK网布54""",,光明绿068-75-08,Y
25MS00863,"斑鸠灰Alabaster 038-84-04 354纹 280-290g 单层网布 54""",,斑鸠灰038-84-04,Y
25MS00826,"旷野绿Field Green 072-45-11 354纹 280-290g 单层网 54""",,旷野绿072-45-11,Y
25IM00047,"暗灰Grey6 000-27-00 BK网布 54"" 200g",,暗灰000-27-00,Y
25MS00852,"月石色120-84-00 200g BK网布54""",,月石色120-84-00,Y
25IM00045,"沙色 034-84-05 BK网布 54""200g",,沙色034-84-05,Y
25MS00491,"沙色 034-84-05 CL24140纹 三层网布 54""",,沙色034-84-05,Y
25IM00060,"浅卡其13-0905TPG BK网布 54""200g",,浅卡其13-0905TPG,Y
25IM00046,"海盐色036-90-02 BK网布 54""200g",,海盐色036-90-02,Y
25IM00064,"灰色000-64-00 BK网布 54""200g",,灰色000-64-00,Y
25MS00848,"灰色000-64-00 CL24140纹 三层网布 54""",,灰色000-64-00,Y
25IM00066,"灰色000-73-00 BK网布 54""200g",,灰色000-73-00,Y
25MS00683,"灰色000-73-00 CL24140纹 三层网布 54""",,灰色000-73-00,Y
25IM00062,"灰色ADHE BK网布 54"" 200g",,灰色ADHE,Y
25IM00061,"灰色AE8X BK网布 54"" 200g",,灰色AE8X,Y
21FB00203,"白色 180g 丝光布 54""",,白色,Y
25MS00847,"白色109-98-01 200g BK网布54""",,白色109-98-01,Y
25IM00044,"米色 035-73-04 BK网布 54""200g",,米色035-73-04,Y
25IM00049,"米黄038-90-04 BK网布 54""200g",,米黄038-90-04,Y
25MS00516,"米黄038-90-04 CL24140纹 三层网布 54""",,米黄038-90-04,Y
25IM00063,"胜利蓝126-21-11 BK网布 54""200g",,胜利蓝126-21-11,Y
25MS00666,"胜利蓝126-21-11 CL24140纹 三层网布 54""",,胜利蓝126-21-11,Y
25IM00039,"蓝色126-21-11 BK 单层网布 54""240g",,蓝色126-21-11,Y
25IM00048,"酒红155-32-27 BK网布 54""200g",,酒红155-32-27,Y
25IM00059,"钢铁灰18-4005TPG BK网布 54""200g",,钢铁灰18-4005TPG,Y
25MS00664,"钢铁灰18-4005TPG CL24140纹 三层网布 54""",,钢铁灰18-4005TPG,Y
20FB00283,"黑色 180g 丝光布 54""",,黑色,Y
20IM01015,"黑色 BK 网布 54"" 200g",,黑色,Y
25MS00493,"黑色139-18-00 CL24140纹 三层网布 54""",,黑色139-18-00,Y
WD004067,"230G浅水蓝色莱卡布54""",,浅水蓝色,码
WD004068,"230G浅灰色莱卡布54""",,浅灰色3034,码
25FB00869,"激情粉160-61-28 YES224 单层网布 54""",,激情粉160-61-28,Y
25FB00870,"粉色144-57-41 YES224 单层网布54""",,粉色144-57-41,Y
25MS00884,"黑色139-18-00 YES224 单层网布54""",,黑色139-18-00,Y
25MS00887,"逃离灰039-65-02 YES224 单层网布 54""",,逃离灰039-65-02,Y
25MS00889,"灰色099-85-01 YES224 单层网布54""",,灰色099-85-01,Y
25MS00881,"黑色139-18-00 YS16045 圆孔三明治网布 54""",,黑色139-18-00,Y
25MS00885,"海盐色036-90-02 YS16045 圆孔三明治网布 54""",,海盐色036-90-02,Y
25MS00886,"灰绿062-31-04 YS16045 圆孔三明治网布 54""",,灰绿062-31-04,Y
25MS00888,"灰色 047-82-01 YS16045 圆孔三明治网布 54""",,灰色047-82-01,Y
25MS00890,"白色109-98-01 YS16045 圆孔三明治网布 54""",,白色109-98-01,Y
25MS00897,"蓝色126-21-11 YS16045 圆孔三明治网布 54""",,蓝色126-21-11,Y
11IM00048,"本白色 低弹平布54"" 220g",,本白色,Y
18IM00417,"白色 低弹平布 54"" 180g",,白色,Y
25MS00828,"旷野绿Field Green 072-45-11 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,旷野绿072-45-11,Y
25FB00885,"陶土黄024-75-07 200g BK网布 54""",,陶土黄024-75-07,Y
25FB00878,"阴影蓝117-38-09 K208 200g BK网布 54""",,阴影蓝117-38-09,Y
25MS00900,"灰色000-73-00 YS22507 380g 小圆孔三明治 54""",,灰色000-73-00,Y
25FB00884,"灰色000-47-00 200g BK网布54""",,灰色000-47-00,Y
25FB00880,"梅粉155-45-20 200g BK网布54""",,梅粉155-45-20,Y
25MS00903,"果酱粉152-85-11 YS22507 380g小圆孔三明治 54""",,果酱粉152-85-11,Y
25FB00879,"暗灰000-55-00 200g BK网布 54""",,暗灰000-55-00,Y
25MS00902,"暖灰047-82-01 YS22507 380g 小圆孔三明治 54""",,暖灰047-82-01,Y
25MS00901,"休闲蓝Leisure Blue 115-61-07 YS22507 380g 小圆孔三明治54""",,休闲蓝115-61-07,Y
25MS00754,"米色 036-87-07 354纹 280-290g 单层网 54""",,米色036-87-07,Y
25MS00755,"米色 036-87-07 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,米色036-87-07,Y
25MS00762,"灰色 047-82-01 354纹 280-290g 单层网布 54""",,灰色047-82-01,Y
25MS00763,"灰色 047-82-01 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,灰色047-82-01,Y
25MS00821,"土色 031-53-13 YH M 354纹 280-290g 单层网布 54""",,土色031-53-13,Y
25MS00822,"棕色 026-32-08 K106/DJT 1834 FLECK TEX纹 单层网布 54""",,棕色026-32-08,Y
25MS00823,"米白 036-90-02 YHM 354 280-290g 单层网布 54""",,米白036-90-02,Y
25MS00362,黑色139-18-00 YH H354单层网布 54“,,黑色139-18-00,Y
25MS00866,"米色AEV9 YS-K086 280-290g 单层网布 54""",,米色AEV9,Y
25MS00935,黑色139-18-00 YS-K086 280g-290g 单层网布,,黑色139-18-00,Y
WD003840,"230G深鸥灰色莱卡布54""",,18-0403TPG深鸥灰色,码
WS001620,"320G 铁锈红色YSD137加厚内里布54""",,18-1248TPG铁锈红色,码
WS001625,"320G 陶瓷灰色YSD137加厚内里布 54""",,16-1104TPG陶瓷灰色,码
WD003832,"180G 白鹭色K209网布54""",,11-0103TPG白鹭色,码
WD003835,"180G 蔷薇红色K209网布54""",,16-1715TPG蔷薇红色,码
WD004092,"180G 月光灰色K209网布54""",,14-4500TPG月光灰色,码
WD004093,"180G 摩卡棕色K209网布54""",,16-1211TPG摩卡棕色,码
WD004103,"180G 天空蓝色K209网布54""",,14-4112TPG天空蓝色,码
25FB00358,"黑色139-18-00 CL24154纹 430g三明治网布 54""",,黑色139-18-00,Y
25MS00937,黑色139-18-00 CL21056 单层网布 54,,黑色139-18-00,Y
25FB00894,"黑色 139-18-00 YS5908纹 380g 三明治网布 54""",,黑色139-18-00,Y
25FB00892,"黑色 139-18-00 YS571 530g 单层网布 54""纸质补单号：6014",,黑色139-18-00,Y
25FB00903,"阴黄色048-90-17 YS7077 120g 单层网纱 54""",,阴黄色048-90-17,Y
25MS00938,"阴影蓝117-38-09 YS571 530g 网布 54"" 防虹吸",,阴影蓝117-38-09,Y
25MS00939,"阴影蓝117-38-09 FMD-F2-066 格子布 54"" 防虹吸",,阴影蓝117-38-09,Y
25MS00934,"金黄035-64-26 FMD-F2-066 格子布 54""",,金黄035-64-26,Y
25FB00911,"运动紫Movement Purple 134-31-12 YS7077 120g 单层网纱 54""",,运动紫134-31-12,Y
25MS00940,"蓝色126-21-11 YS571 530g 网布 54"" 防虹吸",,蓝色126-21-11,Y
25FB00918,"蓝色120-25-18 CL21056单层网布54""纸质补单号：11-35",,蓝色120-25-18,Y
25MS00942,蓝色117-46-30 250g BK网布54“,,蓝色117-46-30,Y
25MS00834,"蓝色 126-21-11 CL24154纹 430g三明治网布 54""",,蓝色126-21-11-1,Y
25MS00838,"蓝色 118-30-29 CL24154纹 430g三明治网布 54""",,蓝色118-30-29,Y
25MS00929,"粉色AE8H 200g BK网布 54""",,粉色AE8H,Y
25MS00941,"粉色150-77-21 CL21056 单层网布 54""",,粉色150-77-21,Y
25FB00230,"白色109-98-01 CL24154纹 430g三明治网布 54"" 耐黄",,白色109-98-01,Y
25FB00897,"深灰000-36-00 YS7077 120g 单层网纱 54""",,深灰000-36-00,Y
25MS00927,"浅蓝af29 CL21056 单层网布 54""",,浅蓝af29,Y
25MS00933,"毅力绿062-31-04 YS571 530g 网布 54""",,毅力绿062-31-04,Y
25FB00901,"橄榄绿050-40-14 YS571 530g 单层网布 54""",,橄榄绿050-40-14,Y
25FB00931,"柠檬黄 055-96-53 BK 200g 网布 54""",,柠檬黄055-96-53,Y
25FB01072,"白色109-89-01 组织布250g54""",,白色109-98-01,Y
25FB01073,"黑色 139-18-00 组织布 250g54""",,黑色139-18-00,Y
25MS00983,"海盐色036-90-02 DJ132 POLYPAG单层网布 54""",,海盐色036-90-02,Y
25MS01025,"海盐色036-90-02 WX-018 260g 毛巾布 54""",,海盐色036-90-02,Y
25MS01190,"海盐色 036-90-02 组织布 54""",,海盐色036-90-02,Y
25MS01213,"白色 109-98-01 240g DJ132POLYPAG 单层网布 54""",,白色109-98-01,Y
25MS01216,"白色 109-98-01 WX-018 260g 毛巾布 54""",,白色109-98-01,Y
25MS01246,"黑色 139-18-00 DJ132 POLYPAG单层网布 240g 54""",,黑色139-18-00,Y
25MS01247,"黑色 139-18-00 WX-018 260g 毛巾布 54""",,黑色139-18-00,Y
WK000293,"230G/Y 亮白色(11-0601TCX) K208网布54""",,亮白色,码
WK000294,橄榄黄绿(18-0316TPG) K208网布,,橄榄黄绿,码
WK000295,230G/Y 蛋奶黄(12-0601TPG) K208网布,,蛋奶黄,码
WK000296,230G/Y 钢灰(18-0201TPG) K208网布,,钢灰,码
25FB00380,"蓝色117-31-18 DJ132 240g POLYPAG单层网布 54""",,蓝色117-31-18,Y
25FB00384,"蓝色118-30-29 260g BK-Q01单层网布 54""",,蓝色118-30-29,Y
25FB00900,"黄色053-79-38 BK-Q01 260g 单层网布 54"";;纸质补单号：01-30",,黄色053-79-38,Y
WM000114,"360G 白色 全涤毛巾布54""",,白色,码
WD001803,"180G 岩石灰14-4201TPG K209网布54""",,岩石灰色,码
WD004121,"180G 空想灰色K209网布54""",,空想灰色12-4302TPG,码
WS000658,"380G岩石灰色 YD-0731三明治网布上树脂54""",,岩石灰14-4201TPG,码
WS001281,"380G蒸汽蓝色 YD-0731三明治网布上树脂54""",,蒸汽蓝14-4203TPG,码
WS001646,"空想灰色 YD-D497-22E-F网布54""",,空想灰色12-4302TPG,码
WD003686,"220G 黑色 TANGO SUEDE弹力超纤布54""",,BLACK黑色,码
WD004102,"220G 深棕色 TANGO SUEDE弹力超纤布54""",,#13DKBROWN深棕色,码
WD004122,"220G 黑色鸡皮绒54""",,黑色,码
WD004130,"220G 棕色鸡皮绒54""",,TAN棕色,码
WD004131,"220G 蛋白色鸡皮绒54""",,蛋白色,码
WK000299,"230G 米白色K208网布54""",,OFFWHITE米白色,码
25FB00231,"白色109-98-01 DJ132 240g POLYPAG单层网布 54"" 耐黄",,白色109-98-01,Y
19IM00396,"白色 DJ132 单层网布 54"" 240g A-01 耐黄",,白色,Y
25MS01283,"白色109-98-01 DJ132 240g POLYPAG 单层网布 54""",,白色109-98-01,Y
25MS01348,"绿色091-24-14 DJ132 POLYPAG 240g 单层网布 54""",,绿色091-24-14,Y
25FB00847,"紫色139-56-12 椭圆形 三明治网布 54""纸质补单号：11-11",,紫色139-56-12,Y
25FB00875,"白色109-98-01 椭圆形 小孔三明治网布 54""纸质补单号：1107-1越",,白色109-98-01,Y
22FB00317,"亮白色11-4001TPG TF18-Q08 220g 磨毛布 54""",,亮白色11-4001TPG,Y
23FB01268,"8安 黑夜藍(19-4023 TPG) 帆布 54""",,黑夜藍19-4023TPG,Y
24FB00194,"8安 真實紅(19-1664 TPG) 帆布 54""",,真實紅19-1664TPG,Y
24FB00774,"8安 靛青(19-3929 TPG) 帆布54""",,靛青19-3929TPG,Y
24FB00785,"8安 鍍銅褐(18-1336 TPG) 帆布54""",,鍍銅褐18-1336TPG,Y
24FB01065,"8安 蘋果綠(15-0543 TPG) 帆布54""",,蘋果綠15-0543TPG,Y
24MS01214,"暖褐色(16-1318 TPG) YS-0731 三明治网布 54""",,暖褐色16-1318TPG,Y
24MS01215,"靛青(19-3929 TPG) YS-0731 三明治网布 54""",,靛青19-3929TPG,Y
24MS01453,"雕褐色(14-1310 TPG) 220g K208/BK布 54""",,雕褐色14-1310TPG,Y
24MS01454,"明亮白(11-0601 TPG) 220g K208/BK布 54""",,明亮白11-0601TPG,Y
24MS02067,"碧玉(19-4517 TPG) YS-0731 三明治网布 54""",,碧玉19-4517TPG,Y
25FB00081,"8安 牡蠣灰(14-1107 TPG) 帆布54""",,牡蠣灰14-1107TPG,Y
25IM00107,"烏賊褐(18-0928 TPG) 佳积布54"" 120g",,烏賊褐18-0928TPG,Y
25MS00209,"午夜藍(19-4110 TPG) 220gK208/BK布 54""",,午夜藍19-4110TPG,Y
25FB00874,"蜜糖棕(17-1134 TPG)   120g 佳积布 54""",,蜜糖棕17-1134TPG,Y
19IM00367,"黑色095A DJ132 单层网布 54""240g A-01",,黑色095A,Y
25FB01263,"黑色139-18-00 JFD1363 三明治网布 54""",,黑色139-18-00,Y
WS001528,"420G/Y海沫绿14-6007TPG YS028三明治网布 54""",,海沫绿14-6007TPG,码
WS001561,"420G/Y铁灰18-4005TPG YS028三明治网布54""",,铁灰18-4005TPG,码
WD000122,"200G深灰色莱卡布54""",,深灰,码
WD000124,"黑色 麂皮绒54""",,黑色,码
23MS01890,"黑色 230g CK网布 54""",,黑色,Y
25FB00752,"荧光粉17-2435TN 230g CK网布 54""",,荧光粉17-2435TN,Y
25FB00753,"蝴蝶兰14-3612TPG 230g CK网布 54""",,蝴蝶兰14-3612TPG,Y
25FB00754,"蓝色14-4530TN 230g CK网布 54""",,蓝色14-4530TN,Y
25FB00236,"白色109-98-01 LY-YG1190网布 54""",,白色109-98-01,Y
25FB00352,"红色012-41-36 DJ132 240g POLYPAG单层网布 54""",,红色012-41-36,Y
25FB00360,"红色009-39-36 260g BK-Q01单层网布 54""",,红色009-39-36,Y
25FB00399,"紫色160-71-05 DJ132 240g POLYPAG单层网布 54""",,紫色160-71-05,Y
25FB00882,"净粉色Pure Pink 011-87-11 椭圆形 小孔三明治网布 54""",,净粉色011-87-11,Y
25FB00917,"粉色151-66-26 YH-H29W 单层网布 54""",,粉色151-66-26,Y
25MS01047,"黑色139-18-00 BK-Q01单层网布 260g 54""",,黑色139-18-00,Y
25MS01351,"粉色011-87-11 DJ132 POLYPAG 240g 单层网布 54""",,粉色011-87-11,Y
16FB00847,"120g 佳积布白色 56""",,白色,Y
25MS00426,"黄色051-91-44 WX-018 毛巾布260g 54""",,黄色051-91-44,Y
25MS00427,"米白036-90-02 WX-018 毛巾布260g 54"" 耐黄",,米白036-90-02,Y
111M00048,本白色低弹平布54°,8/26暂停,本白色,Y
23FE00293,"白色120g佳积布54""",,白色,Y
23FE00295,"黑色120g佳积布54""",8/26暂停,黑色,Y
WD004187,"180G橙卡其色18-0920TPG K209网布54""",,橙卡其色,码
WD004188,"180G橙卡其色18-0920TPG K209网布55""",,橙卡其色,码
WD004189,"200G橙卡其色18-0920TPG拉毛四面弹54""",,橙卡其色,码
WD004190,"360G橙卡其色18-0920TPG XF8001氨纶布54""",,橙卡其色,码
WJ000553,"220G浅米色佳积布54""",,LTBEIGE浅米色,码
25FB00229,"白色109-98-01 260g BK-Q01单层网布 54"" 耐黄",,白色109-98-01,Y
WB12332,"340G 黑色XF8022三明治网布54""",,黑色,码
WB12333,"380G 白色XF8021三明治网布54""",,白色,码
WB12336,"220G 黑色D176方格纹四弹网布54""",,黑色,码
WB12342,"340G 黄色XF8022三明治网布54""",,黄色,码
WB12436,"380G 黄色XF8021三明治网布54""",,黄色,码
WD002325,"220G 黄色D176方格纹四弹网布54""",,黄色,码
WD004158,"230G 浅米色BK网布54""",,LTBEIGE浅米色,码
25FB00344,"粉色152-57-30 JFD1363 三明治网布 54""",,粉色152-57-30,Y
25FB01250,胜利蓝Vector Navy 126-21-11 250g 加密真美布,,胜利蓝126-21-11,Y
25FB00365,"灰色000-36-00 CL24154纹 430g 三明治网布 54""",,灰色000-36-00,码
25FB01272,白色 180G佳积布 54“ 耐黄,,白色,Y
WD004139,"230G 褐色BK网布54""",,07-LTTAUPE褐色,码
25MS00462,"蓝色 126-21-11 K106/DJT1834 单层网布 54""",,蓝色126-21-11,Y
25MS01394,"蓝色 117-31-18 354纹 280-290g单层网布 54""",,蓝色117-31-18,Y
25MS01451,"极简棕Simple Beige 034-75-11 354纹 280-290g 单层网布 54""",,极简棕034-75-11,Y
25MS01453,"胜利蓝126-21-11 354纹 280-290g 单层网 54""",,胜利蓝126-21-11,Y
WJ000549,"220G米色佳积布54""",,LTBEIGE米色,码
WJ000554,"180G 月光灰色佳积布54""",,MOONBEAM月光灰色,码
WJ000555,"180G 淡粉色佳积布54""",,MUTEDPETAL淡粉色,码
25FB01324,"黑色 139-18-00 YS12984 320g 三明治网布 54""",,黑色139-18-00,Y
25MS00656,"桃核粉12-0508TPG YSK133纹220g 单层网布 54""",,桃核粉12-0508TPG,Y
24MS02389,"淡糯米11-0607TPG YSK133纹220g 单层网布 54""",,淡糯米11-0607TPG,Y
24MS01737,"云灰色13-4108TPG YSK133纹220g 单层网布 54""",,云灰色13-4108TPG,Y
25FB01333,"浅淡灰000-73-00 CL24140纹 三层网 54""",,浅淡灰000-73-00,Y
25FB01334,"青蓝088-74-24 200g BK网布54""",,青蓝088-74-24,Y
25FB01335,"清浅灰043-89-00 200g Bk网布54""",,清浅灰043-89-00,Y
25MS01493,"香粉红15-2216TPG CL24140纹 三层网 54""",,香粉红15-2216TPG,Y
25MS01495,"樱花粉13-3207TPG 200g BK网布54""",,樱花粉13-3207TPG,Y
25MS01496,"香粉红15-2216TPG 200g BK网布54""",,香粉红15-2216TPG,Y
WD000948,"230G白色莱卡布54""",,白色,码
WD003838,"230G玫红色莱卡布54""",,16-2215TPG玫红色,码
WJ000557,"220G 浅褐色佳积布JERSEY54""",,07LTTAUPE浅褐色/米白,码
25FB01276,"木炭灰000-27-00 DJT-6515 单层网布 54""",,木炭灰000-27-00,Y
25FB01277,"紫色 008-36-10 DJT-6515 单层网布 54""",,紫色008-36-10,Y
