external_order_no,customer_name,order_date,remarks
4510194086,双源,2025-04-28 00:00:00,
ALCPO2508512,安健致远,2025-04-29 00:00:00,排1件
ALCPO2508541,安健致远,2025-04-30 00:00:00,
4510194683,双源,2025-04-30 00:00:00,开染费
AHJPO2535467,安恒,2025-04-30 00:00:00,库存150#
AHJPO2535952,安恒,2025-04-30 00:00:00,
J20250430002,盈兴,2025-04-30 00:00:00,5/3收到
4510194990,星昌/星联,2025-05-02 00:00:00,
4510195414,星昌/星联,2025-05-04 00:00:00,
4510195520,星昌/星联,2025-05-04 00:00:00,
AHJPO2523739,安恒,2025-05-04 00:00:00,5/8减少数量
AHJPO2527595,安恒,2025-05-04 00:00:00,5/15取消
4510195541,双源,2025-05-05 00:00:00,
4510195550,星昌/星联,2025-05-05 00:00:00,5/6收到水洗本白耐黄
AHJPO2524610,安恒,2025-05-05 00:00:00,
4510195727,双源,2025-05-06 00:00:00,1件
AHJPO2524794,安恒,2025-05-06 00:00:00,前面订单没订单号多发83Y扣用
AHJPO2524867,安恒,2025-05-06 00:00:00,
4510195917,星昌/星联,2025-05-06 00:00:00,
AHJPO2525508,安恒,2025-05-06 00:00:00,
AHJPO2525438,安恒,2025-05-06 00:00:00,
4510196008,星昌/星联,2025-05-07 00:00:00,
AHJPO2521187,安恒,2025-05-07 00:00:00,5/10恢复
AHJPO2525902,安恒,2025-05-07 00:00:00,5/15收到
ALCPO2509697,安健致远,2025-05-07 00:00:00,
237841,KSD,2025-05-09 00:00:00,
ALCPO2509722,安健致远,2025-05-09 00:00:00,
4510196541,双联,2025-05-09 00:00:00,1
AHJPO2526391,安恒,2025-05-09 00:00:00,"6/8收到,反面对色,允收,下次翻单才对色卡"
AHJPO2526770,越南安恒,2025-05-10 00:00:00,库存2件
AHJPO2526761,安恒,2025-05-10 00:00:00,
AHJPO2526795,安恒,2025-05-10 00:00:00,
J20250512001,盈兴,2025-05-12 00:00:00,5/12收到件本白
ALCPO2509973,安健致远,2025-05-12 00:00:00,
ALCPO2510001,安健致远,2025-05-12 00:00:00,5/13收到剪
4510196985,星昌/星联,2025-05-12 00:00:00,调现货
AHJPO2527210,安恒,2025-05-12 00:00:00,排180Y
ALCPO2510067,安健致远,2025-05-13 00:00:00,
ALCPO2510049,安健致远,2025-05-13 00:00:00,
302448L,KSD,2025-05-13 00:00:00,环保树脂2个点
303262L,KSD,2025-05-13 00:00:00,
4510197144,星昌/星联,2025-05-13 00:00:00,
4510197421,星昌/星联,2025-05-14 00:00:00,水洗本白耐黄
4510195991,星昌/星联,2025-05-14 00:00:00,
4510188139,星昌/星联,2025-05-14 00:00:00,
4510185059,星昌/星联,2025-05-14 00:00:00,
4510197464,双源,2025-05-15 00:00:00,
AHJPO2528060,安恒,2025-05-15 00:00:00,5/15收到
AHJPO2528049,安恒,2025-05-15 00:00:00,5/19群里通知减少
4510197801,星昌/星联,2025-05-15 00:00:00,
4510197919,星昌/星联,2025-05-16 00:00:00,
ALCPO2510206,安健致远,2025-05-16 00:00:00,欠色卡5/17取消
AHJPO2528170,越南安恒,2025-05-16 00:00:00,同Z24039-154
4510198222,星昌/星联,2025-05-17 00:00:00,
J20250517001,盈兴,2025-05-17 00:00:00,水洗本白耐黄
J20250517002,盈兴,2025-05-17 00:00:00,排550Y
ALCPO2510324,安健致远,2025-05-17 00:00:00,
CGD20250500319,联成,2025-05-17 00:00:00,
CGD20250500340,联成,2025-05-17 00:00:00,5/5多发26.09Y扣用
ALCPO2510345,安健致远,2025-05-18 00:00:00,5/18收到剪确认
K25220/221/222,康硕,2025-05-18 00:00:00,5/12收到
ALCPO2510370,安健致远,2025-05-19 00:00:00,
ALCPO2510359,安健致远,2025-05-19 00:00:00,
AHJPO2528567,安恒,2025-05-19 00:00:00,"5/26收到,剪安健确认"
AHJPO2528583,安恒,2025-05-19 00:00:00,
4510198645,星昌/星联,2025-05-19 00:00:00,
4510198680,星昌/星联,2025-05-19 00:00:00,
ALCPO2510383,安健致远,2025-05-20 00:00:00,
ALCPO2510379,安健致远,2025-05-20 00:00:00,"5/21收到,5/30取消"
ALCPO2510410,安健致远,2025-05-20 00:00:00,
CGD20250500436,联成,2025-05-20 00:00:00,5/5多发26.09Y扣用
ALCPO2510437,安健致远,2025-05-21 00:00:00,
ALCPO2510431,安健致远,2025-05-21 00:00:00,"Z25321-1,剪本白确认"
HX25102 -018,恒鑫,2025-05-21 00:00:00,5/23收到
HX25102-018,恒鑫,2025-05-21 00:00:00,5/23收到
AHJPO2528881,安恒,2025-05-21 00:00:00,色卡同25320款一致
400121L,KSD,2025-05-21 00:00:00,
237145,KSD,2025-05-21 00:00:00,
302696L,KSD,2025-05-21 00:00:00,
4510199134,星昌/星联,2025-05-22 00:00:00,排1件
4510199182,星昌/星联,2025-05-22 00:00:00,
4510199413,双源,2025-05-22 00:00:00,
4510199440,星昌/星联,2025-05-22 00:00:00,6/4群里取消
AHJPO2520985,安恒,2025-05-22 00:00:00,
ALCPO2510632,安健致远,2025-05-23 00:00:00,150公斤
AHJPO2529118,安恒,2025-05-23 00:00:00,"5/26收到,排1件"
ALCPO2510666,安健致远,2025-05-23 00:00:00,
ALCPO2510669,安健致远,2025-05-23 00:00:00,
AHJPO2529582,安恒,2025-05-23 00:00:00,
25026B-2,福盛和,2025-05-24 00:00:00,剪确认
K25235/32/33/34,康硕,2025-05-24 00:00:00,"黑度没要求,"
K-25238黑色,康硕,2025-05-24 00:00:00,"5/24收到,排155公斤"
K25239/25240,康硕,2025-05-24 00:00:00,排490公斤
K25239,康硕,2025-05-24 00:00:00,
K25240/25239,康硕,2025-05-24 00:00:00,
AHJPO2529764,安恒,2025-05-25 00:00:00,
AHJPO2529759,安恒,2025-05-25 00:00:00,
ALCPO2510784,安健致远,2025-05-25 00:00:00,
4510199898,星昌/星联,2025-05-26 00:00:00,
AHJPO2529902,安恒,2025-05-26 00:00:00,
4510200170,星昌/星联,2025-05-26 00:00:00,
4510200321,双源,2025-05-27 00:00:00,
AHJPO2530049,安恒,2025-05-27 00:00:00,
AHJPO2530081,安恒,2025-05-28 00:00:00,欠色卡
ALCPO2510904,安健致远,2025-05-29 00:00:00,
4510200711,星昌/星联,2025-05-29 00:00:00,6/6收到
4510200677,双源,2025-05-29 00:00:00,
J20250529003,盈兴,2025-05-29 00:00:00,
4510200696,星昌/星联,2025-05-29 00:00:00,
AHJPO2530446,安恒,2025-05-30 00:00:00,
AHJPO2530739,安恒,2025-05-30 00:00:00,改色10Y
4510201289,星昌/星联,2025-05-30 00:00:00,6/6群里取消
AHJPO2530834,安恒,2025-06-02 00:00:00,
ALCPO2511010,安健致远,2025-06-02 00:00:00,
AHJPO2517401,安恒,2025-06-02 00:00:00,
AHJPO2531206,越南安恒,2025-06-02 00:00:00,
ALCPO2511018,安健致远,2025-06-03 00:00:00,
4510201682,星昌/星联,2025-06-03 00:00:00,6/28清洗回220.7公斤9件
ALCP02510898,安健致远,2025-06-03 00:00:00,
AHJPO2531329,安恒,2025-06-03 00:00:00,
AHJPO2531332,安恒,2025-06-03 00:00:00,
AHJPO2531359,安恒,2025-06-03 00:00:00,扣库福联
ALCPO2511031,安健致远,2025-06-03 00:00:00,
4510201847,星昌/星联,2025-06-03 00:00:00,
AHJPO2532129,安恒,2025-06-04 00:00:00,
AHJPO2531878,安恒,2025-06-04 00:00:00,
AHJPO2531863,安恒,2025-06-04 00:00:00,
K25218灰色,康硕,2025-06-04 00:00:00,
K25219深棕,康硕,2025-06-04 00:00:00,
ALCPO2511052,安健致远,2025-06-04 00:00:00,
ALCPO2511054,安健致远,2025-06-04 00:00:00,合用 颜色同胜利蓝YS640接近
AHJPO2531425,安恒,2025-06-04 00:00:00,
AHJPO2531675,安恒,2025-06-04 00:00:00,
4510202092,星昌/星联,2025-06-05 00:00:00,
25026A-2,福盛和,2025-06-05 00:00:00,
25026B-3,福盛和,2025-06-05 00:00:00,
ALCPO2511072,安健致远,2025-06-05 00:00:00,
4510202388,星昌/星联,2025-06-05 00:00:00,6/6收到
CGD20250600055,联成,2025-06-05 00:00:00,
CGD20250600064,联成,2025-06-05 00:00:00,
CGD20250600100,联成,2025-06-06 00:00:00,5/5多发26.09Y扣用
AHJPO2531807,安恒,2025-06-06 00:00:00,
4510202659,星昌/星联,2025-06-06 00:00:00,
ALCPO2511085,安健致远,2025-06-07 00:00:00,
4510202759,星昌/星联,2025-06-07 00:00:00,排1900Y
4510202738,双源,2025-06-07 00:00:00,
AHJPO2531840,安恒,2025-06-07 00:00:00,
CGD20250600113,联成,2025-06-07 00:00:00,
ALCPO2511097,安健致远,2025-06-07 00:00:00,
ALCPO2511103,安健致远,2025-06-07 00:00:00,"6/10收到,剪确认安恒颜色"
25052C,福盛和,2025-06-09 00:00:00,6/10收到
25052D,福盛和,2025-06-09 00:00:00,6/10收到
ALCP02511132,安健致远,2025-06-10 00:00:00,
AHJPO2532454,安恒,2025-06-10 00:00:00,
AHJPO2532845,安恒,2025-06-10 00:00:00,
4510203183,双源,2025-06-10 00:00:00,
4510203257,星昌/星联,2025-06-11 00:00:00,6/12收到
AHJPO2532875,安恒,2025-06-11 00:00:00,
4510203422,星昌/星联,2025-06-11 00:00:00,排70公斤
ALCPO2511155,安健致远,2025-06-11 00:00:00,
4510203303,双源,2025-06-11 00:00:00,开染费
J20250611001,盈兴,2025-06-11 00:00:00,6/12收到
J20250611002,盈兴,2025-06-11 00:00:00,"6/12收到,剪确认"
J20250611003,盈兴,2025-06-11 00:00:00,"6/12收到,剪确认"
4510203364,星昌/星联,2025-06-11 00:00:00,
ALCPO2511189,安健致远,2025-06-12 00:00:00,
4510203524,星昌/星联,2025-06-12 00:00:00,
ALCPO2511199,安健致远,2025-06-12 00:00:00,"6/13收到,剪确认"
AHJPO2533155,安恒,2025-06-12 00:00:00,
ALCPO2511210,安健致远,2025-06-12 00:00:00,"6/15收到,色卡有光"
6719014,KSD,2025-06-13 00:00:00,
5263558,KSD,2025-06-13 00:00:00,
ALCPO2511240,安健致远,2025-06-14 00:00:00,
4510204038,星昌/星联,2025-06-14 00:00:00,
CGD20250600253,联成,2025-06-14 00:00:00,5/5多发26.09Y扣用
ALCPO2511248,安健致远,2025-06-14 00:00:00,
AHJPO2527877,安恒,2025-06-14 00:00:00,
AHJPO2533408,安恒,2025-06-15 00:00:00,
AHJPO2533427,安恒,2025-06-16 00:00:00,
CGD20250600283,联成,2025-06-16 00:00:00,5/5多发26.09Y扣用
J20250616004,盈兴,2025-06-16 00:00:00,6/17收到样鞋
J20250616005,盈兴,2025-06-16 00:00:00,6/17收到样鞋
J20250616006,盈兴,2025-06-16 00:00:00,6/17收到样鞋
J20250616003,盈兴,2025-06-16 00:00:00,剪库存235#去确认
AHJPO2533461,安恒,2025-06-16 00:00:00,
4510204359,双源,2025-06-17 00:00:00,
4510204540,星昌/星联,2025-06-17 00:00:00,
AHJPO2533593,越南安恒,2025-06-17 00:00:00,
4510204682,双源,2025-06-18 00:00:00,
J20250618001,盈兴,2025-06-18 00:00:00,
ALCPO2511389,安健致远,2025-06-18 00:00:00,
CGD20250600316,联成,2025-06-18 00:00:00,
CGD20250600351,联成,2025-06-19 00:00:00,
AHJPO2532868,安恒,2025-06-19 00:00:00,6/21群里取消
ALCPO2511396,安健致远,2025-06-19 00:00:00,"6/20收到,剪确认"
AHJPO2533820,安恒,2025-06-19 00:00:00,
CGD20250600383,联成,2025-06-20 00:00:00,
AHJPO2533967,安恒,2025-06-20 00:00:00,
ALCPO2511438,安健致远,2025-06-20 00:00:00,排25Y
CGD20250600485,联成,2025-06-21 00:00:00,
CGD20250600490,联成,2025-06-21 00:00:00,
4510205566,星昌/星联,2025-06-23 00:00:00,
AHJPO2534053,安恒,2025-06-23 00:00:00,
4510203013,双源,2025-06-25 00:00:00,
ALCPO2511541,安健致远,2025-06-25 00:00:00,"6/26收到,剪卡其确认库存两批1件加1件半"
CGD20250600613,联成,2025-06-25 00:00:00,
CGD20250600647,联成,2025-06-26 00:00:00,
AHJPO2534463,安恒,2025-06-26 00:00:00,"欠色卡,6/27取消"
AHJPO2534506,安恒,2025-06-27 00:00:00,7件去上防虹吸183公斤
AHJPO2534458,安恒,2025-06-27 00:00:00,
CGD20250600666,联成,2025-06-27 00:00:00,
HLX25060125,协诚,2025-06-27 00:00:00,"剪确认,7/9说不用防虹吸"
HLX25060126,协诚,2025-06-27 00:00:00,剪确认
ALCPO2511592,安健致远,2025-06-27 00:00:00,排1件
ALCPO2511573,安健致远,2025-06-27 00:00:00,
ALCPO2511619,安健致远,2025-06-27 00:00:00,
CGD20250600707,联成,2025-06-27 00:00:00,
4510206797,星昌/星联,2025-06-28 00:00:00,扣双源盛伟那缸
4510206838,星昌/星联,2025-06-28 00:00:00,"7/2收到,按色卡做"
AHJPO2534799,安恒,2025-06-28 00:00:00,
K25244黑/深蓝,康硕,2025-06-28 00:00:00,
ALCPO2511730,安健致远,2025-06-30 00:00:00,
4510207072,双源,2025-06-30 00:00:00,排4件
4510207169,双源,2025-07-01 00:00:00,
J20250701004,盈兴,2025-07-01 00:00:00,"7/2收到鞋舌用完归还,剪海盐色确认"
CGD20250700018,联成,2025-07-01 00:00:00,
4510207404,星昌/星联,2025-07-01 00:00:00,"7/11发偏黑点,不能偏红,剪确认"
CGD20250700034,联成,2025-07-01 00:00:00,
4510207452,双源,2025-07-02 00:00:00,
ALCP02511760,安健致远,2025-07-02 00:00:00,
AHJPO2535442,越南安恒,2025-07-03 00:00:00,做500Y
CGD20250700116,联成,2025-07-03 00:00:00,
AHJPO2535392,安恒,2025-07-03 00:00:00,
4510207882,双源,2025-07-03 00:00:00,开染费
4510207903,星昌/星联,2025-07-03 00:00:00,
25026B-4,福盛和,2025-07-04 00:00:00,剪确认
CGD20250700190,联成,2025-07-04 00:00:00,"剩余15.79,下次扣用联成仓库"
4510208083,星昌/星联,2025-07-04 00:00:00,
4510208312,星昌/星联,2025-07-04 00:00:00,
AHJPO2535551,安恒,2025-07-04 00:00:00,
CGD20250700230,联成,2025-07-05 00:00:00,
4510208370,星昌/星联,2025-07-05 00:00:00,排200公斤
K25260深灰/粉红,康硕,2025-07-05 00:00:00,7/5收到
K25265深灰/粉红,康硕,2025-07-05 00:00:00,7/5收到
K25261深灰/桔色,康硕,2025-07-05 00:00:00,"7/5收到,剪确认"
K25266深灰/桔色,康硕,2025-07-05 00:00:00,7/5收到
K25258灰/黑色,康硕,2025-07-05 00:00:00,7/5收到样鞋
K25264灰/黑色,康硕,2025-07-05 00:00:00,7/5收到
K25259粉红/黑色,康硕,2025-07-05 00:00:00,7/5收到
4510208428,星昌/星联,2025-07-07 00:00:00,退回906Y
4510208269,双源,2025-07-07 00:00:00,
K25246/247/248,康硕,2025-07-07 00:00:00,扣库1件220Y
K25242粉色,康硕,2025-07-07 00:00:00,7/9更改220码克
K25244/25243/25242,康硕,2025-07-07 00:00:00,
K25262粉红,康硕,2025-07-07 00:00:00,排55公斤
K25263军兰,康硕,2025-07-07 00:00:00,"修色过,"
4510208667,双源,2025-07-08 00:00:00,排150公斤
4510208701,星昌/星联,2025-07-08 00:00:00,
4510208862,星昌/星联,2025-07-09 00:00:00,
4510208876,星昌/星联,2025-07-09 00:00:00,"够,开染费"
J20250709003,盈兴,2025-07-09 00:00:00,7/10收到
J20250709004,盈兴,2025-07-09 00:00:00,"7/10收到,"
4510209030,星昌/星联,2025-07-10 00:00:00,
4510209197,双源,2025-07-10 00:00:00,
415045N,KSD,2025-07-10 00:00:00,"没胚宏溢开机,大白色卡"
408051NT,KSD,2025-07-10 00:00:00,家里850#改黑
AHJPO2536632,安恒,2025-07-11 00:00:00,扣样品库存
AHJPO2536639,安恒,2025-07-12 00:00:00,
4510209447,星昌/星联,2025-07-12 00:00:00,
4510209496,星昌/星联,2025-07-12 00:00:00,
400200L,KSD,2025-07-13 00:00:00,
4510209540,星昌/星联,2025-07-14 00:00:00,
K-25284黑色,康硕,2025-07-14 00:00:00,25210
K25285黑+湖水蓝,康硕,2025-07-14 00:00:00,"同25239/25240,备800Y"
K25286碳灰+红,康硕,2025-07-14 00:00:00,同25239/25240
ALCPO2511939,安健致远,2025-07-14 00:00:00,"7/15收到,剪确认"
ALCPO2511990,安健致远,2025-07-15 00:00:00,7/20收到
"25277-281,25282-284",康硕,2025-07-15 00:00:00,
ALCPO2512000,安健致远,2025-07-15 00:00:00,
CGD20250700418,联成,2025-07-16 00:00:00,
K25298A,康硕,2025-07-16 00:00:00,7/17收到
K25298B,康硕,2025-07-16 00:00:00,7/17收到
K25270,康硕,2025-07-16 00:00:00,待定
K25269,康硕,2025-07-16 00:00:00,7/17 收到样鞋
ALCPO2512022,安健致远,2025-07-16 00:00:00,
AHJPO2536947,越南安恒,2025-07-16 00:00:00,排做500Y
4510210045,星昌/星联,2025-07-17 00:00:00,
4510210081,星昌/星联,2025-07-17 00:00:00,
419102L,KSD,2025-07-17 00:00:00,排185公斤
4510210528,星昌/星联,2025-07-19 00:00:00,7/22收到
4510210534,星昌/星联,2025-07-19 00:00:00,
J20250619003,盈兴,2025-07-19 00:00:00,
J20250719004,盈兴,2025-07-19 00:00:00,
J20250719001,盈兴,2025-07-19 00:00:00,
J20250719002,盈兴,2025-07-19 00:00:00,
AHJPO2537042,安恒,2025-07-20 00:00:00,
K25267,康硕,2025-07-20 00:00:00,7/17收到
K25268,康硕,2025-07-20 00:00:00,7/17收到
K25300/25304/25299/25302,康硕,2025-07-20 00:00:00,7/20收到
K25301/25303,康硕,2025-07-20 00:00:00,7/20收到
K25302,康硕,2025-07-20 00:00:00,7/20收到
AHJPO2537127,安恒,2025-07-20 00:00:00,
ALCPO2512073,安健致远,2025-07-20 00:00:00,排1600Y
ALCPO2512078,安健致远,2025-07-20 00:00:00,
预告单,安健致远,2025-07-20 00:00:00,（预计9月份送）
ALCPO2512118,安健致远,2025-07-21 00:00:00,
AHJPO2537226,安恒,2025-07-22 00:00:00,排800Y
4510210843,星昌/星联,2025-07-22 00:00:00,
ALCPO2512174,安健致远,2025-07-22 00:00:00,"8/3收到,剪确认"
ALCPO2512177,安健致远,2025-07-22 00:00:00,8/3收到
LCPO2512217,安健致远,2025-07-22 00:00:00,8/3收到
ALCPO2512217,安健致远,2025-07-22 00:00:00,8/3收到
ALCPO2512213,安健致远,2025-07-22 00:00:00,8/3收到
CGD20250700529,联成,2025-07-22 00:00:00,
4510210980,星昌/星联,2025-07-22 00:00:00,
4510211002,双源,2025-07-22 00:00:00,
AHJPO2537244,安恒,2025-07-22 00:00:00,7/28收到
25078A,福盛和,2025-07-22 00:00:00,7/23收到
25078B,福盛和,2025-07-22 00:00:00,7/23收到
4510211105,星昌/星联,2025-07-23 00:00:00,
4510211062,星昌/星联,2025-07-23 00:00:00,
AHJPO2537296,越南安恒,2025-07-23 00:00:00,7/24收到
CGD20250700571,联成,2025-07-24 00:00:00,
ALCPO2512324,安健致远,2025-07-24 00:00:00,
4510211609,星昌/星联,2025-07-25 00:00:00,"排30Y,色布改,8/1恢复"
CGD20250700597,联成,2025-07-25 00:00:00,
CGD2025070062,联成,2025-07-25 00:00:00,
400151L,KSD,2025-07-26 00:00:00,
AHJPO2537545,安恒,2025-07-26 00:00:00,
4510211769,星昌/星联,2025-07-26 00:00:00,
ALCPO2512359,安健致远,2025-07-26 00:00:00,欠色卡
AHJPO2537556,安恒,2025-07-27 00:00:00,
J20250728002,盈兴,2025-07-28 00:00:00,
J20250728003,盈兴,2025-07-28 00:00:00,
ALCPO2512399,安健致远,2025-07-28 00:00:00,
ALCPO2512383,安健致远,2025-07-28 00:00:00,"7/22收到,剪确认"
25078C,福盛和,2025-07-28 00:00:00,欠色卡
CGD20250700644,联成,2025-07-28 00:00:00,
AHJP02537797,安恒,2025-07-28 00:00:00,"7/29收到,余67"
AHJPO2538526,安恒,2025-07-28 00:00:00,"欠色卡,剪确认预告129Y"
ALCPO2512427,安健致远,2025-07-29 00:00:00,用福联退回16件蓝光
J20250729003,盈兴,2025-07-29 00:00:00,
AHJPO2537876,安恒,2025-07-29 00:00:00,
CGD20250700706,联成,2025-07-29 00:00:00,
CGD20250700758,联成,2025-07-29 00:00:00,
AHJPO2538231,安恒,2025-07-29 00:00:00,
4510212119,双源,2025-07-29 00:00:00,7/31收到
4510212197,星昌/星联,2025-07-30 00:00:00,
AHJPO2538248,安恒,2025-07-30 00:00:00,"7/31收到,本白色卡,不用佳耐黄"
4510212249,星昌/星联,2025-07-30 00:00:00,
AHJPO2538475,安恒,2025-07-30 00:00:00,"7/31收到,排3000Y"
401490L,KSD,2025-07-30 00:00:00,"7/30收到,剪确认"
4510212321,星昌/星联,2025-07-31 00:00:00,"去年9/25号,剪确认"
4510212352,星昌/星联,2025-07-31 00:00:00,8/3收到
403966L,KSD,2025-07-30 00:00:00,8/2取消
ALCPO2512539,安健致远,2025-07-30 00:00:00,"7/31收到,"
ALCPO2512550,安健致远,2025-07-31 00:00:00,"8/3收到,剪确认"
ALCPO2512547,安健致远,2025-07-31 00:00:00,8/3收到
K25281/280/279/278/277,康硕,2025-07-31 00:00:00,7/31排
ALCPO2512659,安健致远,2025-07-31 00:00:00,8/3收到
25243,康硕,2025-07-31 00:00:00,7/31收到鞋垫
K25299黑,康硕,2025-08-01 00:00:00,8/2收到
303261L,KSD,2025-08-01 00:00:00,
ALCPO2512713,安健致远,2025-08-01 00:00:00,8/3收到
ALCPO2512697,安健致远,2025-08-01 00:00:00,
AHJPO2539025,安恒,2025-08-01 00:00:00,
CGD20250800032,联成,2025-08-02 00:00:00,
AHJPO2539108,安恒,2025-08-02 00:00:00,预告19Y
AHJPO2539189,安恒,2025-08-03 00:00:00,8/8收到预告118Y
4510213067,星昌/星联,2025-08-04 00:00:00,
4510213232,星昌/星联,2025-08-04 00:00:00,
4510213228,星昌/星联,2025-08-04 00:00:00,
AHJPO2539629,安恒,2025-08-04 00:00:00,
ALCPO2512147,安健致远,2025-08-04 00:00:00,
4510213530,星昌/星联,2025-08-05 00:00:00,8/6收到
4510213450,星昌/星联,2025-08-05 00:00:00,
AHJPO2539895,安恒,2025-08-06 00:00:00,预告116
4510213600,双源,2025-08-06 00:00:00,
4510213348,双源,2025-08-06 00:00:00,
4510213688,双源,2025-08-06 00:00:00,
4510213975,星昌/星联,2025-08-07 00:00:00,
ALCPO2513541,安健致远,2025-08-07 00:00:00,
ALCPO2513540,安健致远,2025-08-07 00:00:00,8/8收到
ALCPO2514945,安健致远,2025-08-07 00:00:00,2025-9-5交
"预告单,",安健致远,2025-08-07 00:00:00,可以和大货要求生产做好等通知送货
4510214117,星昌/星联,2025-08-08 00:00:00,
ALCPO2513545,安健致远,2025-08-08 00:00:00,
4510214359,星昌/星联,2025-08-08 00:00:00,
AHJPO2541368,安恒,2025-08-09 00:00:00,
AHJPO2541372,安恒,2025-08-09 00:00:00,
4510214437,星昌/星联,2025-08-09 00:00:00,
AHJPO2541383,安恒,2025-08-09 00:00:00,8/10收到
AHJPO2543607,安恒,2025-08-09 00:00:00,剪确认
AHJPO2541421,安恒,2025-08-10 00:00:00,"欠色卡,剪确认OK"
AHJPO2541503,安恒,2025-08-11 00:00:00,"8/11收到,剪本白"
4510214458,双源,2025-08-11 00:00:00,
4510214556,星昌/星联,2025-08-11 00:00:00,
4510214622,星昌/星联,2025-08-11 00:00:00,
AHJPO2542264,安恒,2025-08-11 00:00:00,
ALCPO2514979,安健致远,2025-08-12 00:00:00,
ALCPO2514985,安健致远,2025-08-12 00:00:00,排220Y
4510214797,双源,2025-08-12 00:00:00,
4510214829,星昌/星联,2025-08-12 00:00:00,
AHJPO2543253,安恒,2025-08-12 00:00:00,8/13收到排960Y
ALCPO2515019,安健致远,2025-08-13 00:00:00,
4510215020,双源,2025-08-13 00:00:00,
ALCPO2515048,安健致远,2025-08-14 00:00:00,
ALCPO2515060,安健致远,2025-08-14 00:00:00,
ALCPO2514980,安健致远,2025-08-14 00:00:00,
AHJPO2543844,安恒,2025-08-14 00:00:00,
4510215235,双源,2025-08-14 00:00:00,欠色卡
CGD20250800386,联成,2025-08-14 00:00:00,剩余19.19Y联成库存
AHJPO2544106,安恒,2025-08-15 00:00:00,8/15收到
4510215072,星昌/星联,2025-08-15 00:00:00,
4510215315,星昌/星联,2025-08-15 00:00:00,
